Roll_No,Semester,Subject,Internal,External,Total,Grade
IT2024031,3,Software Engineering,16,40,56,B
IT2024032,3,Python for Data Analytics,18,46,64,B+
IT2024032,3,Operating Systems,18,42,60,B+
IT2024032,3,Computer Networks,17,39,56,B
IT2024032,3,Software Engineering,21,40,61,B+
IT2024033,3,Python for Data Analytics,23,53,76,A
IT2024033,3,Operating Systems,22,54,76,A
IT2024033,3,Computer Networks,26,58,84,A+
IT2024033,3,Software Engineering,21,52,73,A
IT2024034,3,Python for Data Analytics,18,42,60,B+
IT2024034,3,Operating Systems,17,41,58,B
IT2024034,3,Computer Networks,19,46,65,B+
IT2024034,3,Software Engineering,18,40,58,B
IT2024035,3,Python for Data Analytics,14,38,52,B
IT2024035,3,Operating Systems,15,26,41,C
IT2024035,3,Computer Networks,13,34,47,C
IT2024035,3,Software Engineering,12,35,47,C
IT2024036,3,Python for Data Analytics,15,46,61,B+
IT2024036,3,Operating Systems,18,42,60,B+
IT2024036,3,Computer Networks,16,48,64,B+
IT2024036,3,Software Engineering,22,37,59,B
IT2024037,3,Python for Data Analytics,21,52,73,A
IT2024037,3,Operating Systems,21,54,75,A
IT2024037,3,Computer Networks,23,49,72,A
IT2024037,3,Software Engineering,24,55,79,A
IT2024038,3,Python for Data Analytics,21,43,64,B+
IT2024038,3,Operating Systems,21,43,64,B+
IT2024038,3,Computer Networks,20,46,66,B+
IT2024038,3,Software Engineering,16,36,52,B
IT2024039,3,Python for Data Analytics,20,37,57,B
IT2024039,3,Operating Systems,15,44,59,B
IT2024039,3,Computer Networks,20,47,67,B+
IT2024039,3,Software Engineering,16,35,51,B
IT2024040,3,Python for Data Analytics,19,38,57,B
IT2024040,3,Operating Systems,18,42,60,B+
IT2024040,3,Computer Networks,21,42,63,B+
IT2024040,3,Software Engineering,17,40,57,B
IT2024041,3,Python for Data Analytics,23,49,72,A
IT2024041,3,Operating Systems,23,49,72,A
IT2024041,3,Computer Networks,26,50,76,A
IT2024041,3,Software Engineering,22,53,75,A
IT2024042,3,Python for Data Analytics,18,43,61,B+
IT2024042,3,Operating Systems,20,42,62,B+
IT2024042,3,Computer Networks,22,46,68,B+
IT2024042,3,Software Engineering,20,36,56,B
IT2024043,3,Python for Data Analytics,10,37,47,C
IT2024043,3,Operating Systems,10,38,48,C
IT2024043,3,Computer Networks,11,35,46,C
IT2024043,3,Software Engineering,13,33,46,C
IT2024044,3,Python for Data Analytics,24,50,74,A
IT2024044,3,Operating Systems,24,54,78,A
IT2024044,3,Computer Networks,21,54,75,A
IT2024044,3,Software Engineering,21,50,71,A
IT2024045,3,Python for Data Analytics,29,68,97,O
IT2024045,3,Operating Systems,24,61,85,A+
IT2024045,3,Computer Networks,28,68,96,O
IT2024045,3,Software Engineering,24,61,85,A+
IT2024046,3,Python for Data Analytics,19,47,66,B+
IT2024046,3,Operating Systems,16,47,63,B+
IT2024046,3,Computer Networks,17,40,57,B
IT2024046,3,Software Engineering,18,42,60,B+
IT2024047,3,Python for Data Analytics,19,45,64,B+
IT2024047,3,Operating Systems,20,44,64,B+
IT2024047,3,Computer Networks,21,44,65,B+
IT2024047,3,Software Engineering,20,40,60,B+
IT2024048,3,Python for Data Analytics,17,48,65,B+
IT2024048,3,Operating Systems,16,45,61,B+
IT2024048,3,Computer Networks,20,36,56,B
IT2024048,3,Software Engineering,19,36,55,B
IT2024049,3,Python for Data Analytics,22,50,72,A
IT2024049,3,Operating Systems,23,54,77,A
IT2024049,3,Computer Networks,21,57,78,A
IT2024049,3,Software Engineering,23,50,73,A
IT2024050,3,Python for Data Analytics,18,36,54,B
IT2024050,3,Operating Systems,12,33,45,C
IT2024050,3,Computer Networks,17,29,46,C
IT2024050,3,Software Engineering,12,30,42,C
IT2024051,3,Python for Data Analytics,24,48,72,A
IT2024051,3,Operating Systems,22,48,70,A
IT2024051,3,Computer Networks,21,51,72,A
IT2024051,3,Software Engineering,23,56,79,A
IT2024052,3,Python for Data Analytics,17,31,48,C
IT2024052,3,Operating Systems,16,36,52,B
IT2024052,3,Computer Networks,17,27,44,C
IT2024052,3,Software Engineering,10,37,47,C
IT2024053,3,Python for Data Analytics,26,56,82,A+
IT2024053,3,Operating Systems,25,64,89,A+
IT2024053,3,Computer Networks,30,69,99,O
IT2024053,3,Software Engineering,29,70,99,O
IT2024054,3,Python for Data Analytics,24,49,73,A
IT2024054,3,Operating Systems,20,52,72,A
IT2024054,3,Computer Networks,24,53,77,A
IT2024054,3,Software Engineering,26,48,74,A
IT2024055,3,Python for Data Analytics,22,43,65,B+
IT2024055,3,Operating Systems,21,36,57,B
IT2024055,3,Computer Networks,19,48,67,B+
IT2024055,3,Software Engineering,22,39,61,B+
IT2024056,3,Python for Data Analytics,26,49,75,A
IT2024056,3,Operating Systems,26,49,75,A
IT2024056,3,Computer Networks,26,51,77,A
IT2024056,3,Software Engineering,26,57,83,A+
IT2024057,3,Python for Data Analytics,20,48,68,B+
IT2024057,3,Operating Systems,21,37,58,B
IT2024057,3,Computer Networks,17,47,64,B+
IT2024057,3,Software Engineering,18,47,65,B+
IT2024058,3,Python for Data Analytics,20,43,63,B+
IT2024058,3,Operating Systems,17,40,57,B
IT2024058,3,Computer Networks,19,44,63,B+
IT2024058,3,Software Engineering,16,37,53,B
IT2024059,3,Python for Data Analytics,10,29,39,F
IT2024059,3,Operating Systems,12,36,48,C
IT2024059,3,Computer Networks,13,27,40,C
IT2024059,3,Software Engineering,13,37,50,B
IT2024060,3,Python for Data Analytics,22,37,59,B
IT2024060,3,Operating Systems,19,45,64,B+
IT2024060,3,Computer Networks,21,42,63,B+
IT2024060,3,Software Engineering,16,41,57,B
IT2023001,4,Java Programming,19,46,65,B+
IT2023001,4,Data Visualization,22,42,64,B+
IT2023001,4,Cloud Computing,15,48,63,B+
IT2023001,4,Artificial Intelligence,22,45,67,B+
IT2023002,4,Java Programming,16,47,63,B+
IT2023002,4,Data Visualization,21,38,59,B
IT2023002,4,Cloud Computing,18,42,60,B+
IT2023002,4,Artificial Intelligence,20,48,68,B+
IT2023003,4,Java Programming,26,59,85,A+
IT2023003,4,Data Visualization,30,70,100,O
IT2023003,4,Cloud Computing,29,56,85,A+
IT2023003,4,Artificial Intelligence,24,69,93,O
IT2023004,4,Java Programming,20,50,70,A
IT2023004,4,Data Visualization,23,48,71,A
IT2023004,4,Cloud Computing,21,50,71,A
IT2023004,4,Artificial Intelligence,22,50,72,A
IT2023005,4,Java Programming,22,49,71,A
IT2023005,4,Data Visualization,22,52,74,A
IT2023005,4,Cloud Computing,22,58,80,A+
IT2023005,4,Artificial Intelligence,21,48,69,B+
IT2023006,4,Java Programming,25,52,77,A
IT2023006,4,Data Visualization,25,51,76,A
IT2023006,4,Cloud Computing,25,49,74,A
IT2023006,4,Artificial Intelligence,20,48,68,B+
IT2023007,4,Java Programming,22,36,58,B
IT2023007,4,Data Visualization,18,43,61,B+
IT2023007,4,Cloud Computing,15,35,50,B
IT2023007,4,Artificial Intelligence,16,48,64,B+
IT2023008,4,Java Programming,29,59,88,A+
IT2023008,4,Data Visualization,24,62,86,A+
IT2023008,4,Cloud Computing,24,58,82,A+
IT2023008,4,Artificial Intelligence,26,66,92,O
IT2023009,4,Java Programming,12,31,43,C
IT2023009,4,Data Visualization,12,26,38,F
IT2023009,4,Cloud Computing,10,34,44,C
IT2023009,4,Artificial Intelligence,12,32,44,C
IT2023010,4,Java Programming,29,61,90,O
IT2023010,4,Data Visualization,29,59,88,A+
IT2023010,4,Cloud Computing,28,69,97,O
IT2023010,4,Artificial Intelligence,24,58,82,A+
IT2023011,4,Java Programming,26,49,75,A
IT2023011,4,Data Visualization,25,54,79,A
IT2023011,4,Cloud Computing,23,53,76,A
IT2023011,4,Artificial Intelligence,21,51,72,A
IT2023012,4,Java Programming,25,49,74,A
IT2023012,4,Data Visualization,24,57,81,A+
IT2023012,4,Cloud Computing,25,57,82,A+
IT2023012,4,Artificial Intelligence,26,48,74,A
IT2023013,4,Java Programming,14,28,42,C
IT2023013,4,Data Visualization,18,28,46,C
IT2023013,4,Cloud Computing,14,35,49,C
IT2023013,4,Artificial Intelligence,13,32,45,C
IT2023014,4,Java Programming,16,38,54,B
IT2023014,4,Data Visualization,16,43,59,B
IT2023014,4,Cloud Computing,20,40,60,B+
IT2023014,4,Artificial Intelligence,21,48,69,B+
IT2023015,4,Java Programming,23,53,76,A
IT2023015,4,Data Visualization,25,50,75,A
IT2023015,4,Cloud Computing,23,49,72,A
IT2023015,4,Artificial Intelligence,24,49,73,A
IT2023016,4,Java Programming,19,38,57,B
IT2023016,4,Data Visualization,15,47,62,B+
IT2023016,4,Cloud Computing,19,45,64,B+
IT2023016,4,Artificial Intelligence,21,41,62,B+
IT2023017,4,Java Programming,16,45,61,B+
IT2023017,4,Data Visualization,17,39,56,B
IT2023017,4,Cloud Computing,19,36,55,B
IT2023017,4,Artificial Intelligence,18,47,65,B+
IT2023018,4,Java Programming,18,30,48,C
IT2023018,4,Data Visualization,11,29,40,C
IT2023018,4,Cloud Computing,13,25,38,F
IT2023018,4,Artificial Intelligence,11,31,42,C
IT2023019,4,Java Programming,22,44,66,B+
IT2023019,4,Data Visualization,15,39,54,B
IT2023019,4,Cloud Computing,16,35,51,B
IT2023019,4,Artificial Intelligence,15,37,52,B
IT2023020,4,Java Programming,20,43,63,B+
IT2023020,4,Data Visualization,19,37,56,B
IT2023020,4,Cloud Computing,17,46,63,B+
IT2023020,4,Artificial Intelligence,16,47,63,B+
IT2023021,4,Java Programming,20,47,67,B+
IT2023021,4,Data Visualization,19,43,62,B+
IT2023021,4,Cloud Computing,19,46,65,B+
IT2023021,4,Artificial Intelligence,16,42,58,B
IT2023022,4,Java Programming,28,66,94,O
IT2023022,4,Data Visualization,27,60,87,A+
IT2023022,4,Cloud Computing,25,63,88,A+
IT2023022,4,Artificial Intelligence,28,58,86,A+
IT2023023,4,Java Programming,15,35,50,B
IT2023023,4,Data Visualization,18,35,53,B
IT2023023,4,Cloud Computing,20,41,61,B+
IT2023023,4,Artificial Intelligence,17,48,65,B+
IT2023024,4,Java Programming,24,58,82,A+
IT2023024,4,Data Visualization,21,53,74,A
IT2023024,4,Cloud Computing,23,53,76,A
IT2023024,4,Artificial Intelligence,26,49,75,A
IT2023025,4,Java Programming,20,36,56,B
IT2023025,4,Data Visualization,15,37,52,B
IT2023025,4,Cloud Computing,15,41,56,B
IT2023025,4,Artificial Intelligence,22,48,70,A
IT2023026,4,Java Programming,30,64,94,O
IT2023026,4,Data Visualization,24,69,93,O
IT2023026,4,Cloud Computing,26,61,87,A+
IT2023026,4,Artificial Intelligence,28,64,92,O
IT2023027,4,Java Programming,21,55,76,A
IT2023027,4,Data Visualization,24,55,79,A
IT2023027,4,Cloud Computing,26,51,77,A
IT2023027,4,Artificial Intelligence,24,51,75,A
IT2023028,4,Java Programming,24,68,92,O
IT2023028,4,Data Visualization,25,66,91,O
IT2023028,4,Cloud Computing,30,55,85,A+
IT2023028,4,Artificial Intelligence,24,67,91,O
IT2023029,4,Java Programming,20,51,71,A
IT2023029,4,Data Visualization,21,54,75,A
IT2023029,4,Cloud Computing,20,50,70,A
IT2023029,4,Artificial Intelligence,22,49,71,A
IT2023030,4,Java Programming,21,56,77,A
IT2023030,4,Data Visualization,25,53,78,A
IT2023030,4,Cloud Computing,25,49,74,A
IT2023030,4,Artificial Intelligence,20,56,76,A
IT2023031,4,Java Programming,21,36,57,B
IT2023031,4,Data Visualization,15,41,56,B
IT2023031,4,Cloud Computing,18,39,57,B
IT2023031,4,Artificial Intelligence,20,47,67,B+
IT2023032,4,Java Programming,25,53,78,A
IT2023032,4,Data Visualization,23,52,75,A
IT2023032,4,Cloud Computing,20,51,71,A
IT2023032,4,Artificial Intelligence,26,57,83,A+
IT2023033,4,Java Programming,17,36,53,B
IT2023033,4,Data Visualization,22,42,64,B+
IT2023033,4,Cloud Computing,21,36,57,B
IT2023033,4,Artificial Intelligence,20,47,67,B+
IT2023034,4,Java Programming,22,39,61,B+
IT2023034,4,Data Visualization,19,48,67,B+
IT2023034,4,Cloud Computing,16,37,53,B
IT2023034,4,Artificial Intelligence,15,38,53,B
IT2023035,4,Java Programming,21,49,70,A
IT2023035,4,Data Visualization,21,53,74,A
IT2023035,4,Cloud Computing,24,48,72,A
IT2023035,4,Artificial Intelligence,22,52,74,A
IT2023036,4,Java Programming,17,35,52,B
IT2023036,4,Data Visualization,22,43,65,B+
IT2023036,4,Cloud Computing,18,36,54,B
IT2023036,4,Artificial Intelligence,16,47,63,B+
IT2023037,4,Java Programming,20,48,68,B+
IT2023037,4,Data Visualization,26,51,77,A
IT2023037,4,Cloud Computing,21,54,75,A
IT2023037,4,Artificial Intelligence,25,58,83,A+
IT2023038,4,Java Programming,16,44,60,B+
IT2023038,4,Data Visualization,19,48,67,B+
IT2023038,4,Cloud Computing,15,36,51,B
IT2023038,4,Artificial Intelligence,22,47,69,B+
IT2023039,4,Java Programming,20,53,73,A
IT2023039,4,Data Visualization,20,55,75,A
IT2023039,4,Cloud Computing,21,57,78,A
IT2023039,4,Artificial Intelligence,26,54,80,A+
IT2023040,4,Java Programming,15,41,56,B
IT2023040,4,Data Visualization,17,40,57,B
IT2023040,4,Cloud Computing,17,39,56,B
IT2023040,4,Artificial Intelligence,22,37,59,B
IT2023041,4,Java Programming,13,35,48,C
IT2023041,4,Data Visualization,17,31,48,C
IT2023041,4,Cloud Computing,17,25,42,C
IT2023041,4,Artificial Intelligence,14,31,45,C
IT2023042,4,Java Programming,21,38,59,B
IT2023042,4,Data Visualization,18,45,63,B+
IT2023042,4,Cloud Computing,15,41,56,B
IT2023042,4,Artificial Intelligence,22,43,65,B+
IT2023043,4,Java Programming,20,44,64,B+
IT2023043,4,Data Visualization,20,41,61,B+
IT2023043,4,Cloud Computing,17,35,52,B
IT2023043,4,Artificial Intelligence,18,35,53,B
IT2023044,4,Java Programming,15,47,62,B+
IT2023044,4,Data Visualization,20,47,67,B+
IT2023044,4,Cloud Computing,18,37,55,B
IT2023044,4,Artificial Intelligence,18,45,63,B+
IT2023045,4,Java Programming,14,33,47,C
IT2023045,4,Data Visualization,13,34,47,C
IT2023045,4,Cloud Computing,15,38,53,B
IT2023045,4,Artificial Intelligence,12,28,40,C
IT2023046,4,Java Programming,20,47,67,B+
IT2023046,4,Data Visualization,15,46,61,B+
IT2023046,4,Cloud Computing,17,44,61,B+
IT2023046,4,Artificial Intelligence,22,43,65,B+
IT2023047,4,Java Programming,17,42,59,B
IT2023047,4,Data Visualization,16,35,51,B
IT2023047,4,Cloud Computing,18,35,53,B
IT2023047,4,Artificial Intelligence,22,35,57,B
IT2023048,4,Java Programming,18,47,65,B+
IT2023048,4,Data Visualization,20,46,66,B+
IT2023048,4,Cloud Computing,20,35,55,B
IT2023048,4,Artificial Intelligence,17,44,61,B+
IT2023049,4,Java Programming,16,48,64,B+
IT2023049,4,Data Visualization,20,36,56,B
IT2023049,4,Cloud Computing,21,44,65,B+
IT2023049,4,Artificial Intelligence,20,39,59,B
IT2023050,4,Java Programming,17,37,54,B
IT2023050,4,Data Visualization,22,45,67,B+
IT2023050,4,Cloud Computing,17,46,63,B+
IT2023050,4,Artificial Intelligence,20,38,58,B
IT2023051,4,Java Programming,12,31,43,C
IT2023051,4,Data Visualization,14,27,41,C
IT2023051,4,Cloud Computing,10,36,46,C
IT2023051,4,Artificial Intelligence,16,38,54,B
IT2023052,4,Java Programming,15,37,52,B
IT2023052,4,Data Visualization,20,47,67,B+
IT2023052,4,Cloud Computing,18,45,63,B+
IT2023052,4,Artificial Intelligence,16,42,58,B
IT2023053,4,Java Programming,20,46,66,B+
IT2023053,4,Data Visualization,18,40,58,B
IT2023053,4,Cloud Computing,17,45,62,B+
IT2023053,4,Artificial Intelligence,20,42,62,B+
IT2023054,4,Java Programming,19,38,57,B
IT2023054,4,Data Visualization,16,40,56,B
IT2023054,4,Cloud Computing,16,46,62,B+
IT2023054,4,Artificial Intelligence,15,41,56,B
IT2023055,4,Java Programming,25,54,79,A
IT2023055,4,Data Visualization,23,55,78,A
IT2023055,4,Cloud Computing,22,56,78,A
IT2023055,4,Artificial Intelligence,20,55,75,A
IT2023056,4,Java Programming,26,57,83,A+
IT2023056,4,Data Visualization,26,58,84,A+
IT2023056,4,Cloud Computing,21,55,76,A
IT2023056,4,Artificial Intelligence,26,48,74,A
IT2023057,4,Java Programming,20,53,73,A
IT2023057,4,Data Visualization,20,49,69,B+
IT2023057,4,Cloud Computing,21,54,75,A
IT2023057,4,Artificial Intelligence,25,49,74,A
IT2023058,4,Java Programming,24,65,89,A+
IT2023058,4,Data Visualization,28,70,98,O
IT2023058,4,Cloud Computing,27,60,87,A+
IT2023058,4,Artificial Intelligence,27,60,87,A+
IT2023059,4,Java Programming,16,40,56,B
IT2023059,4,Data Visualization,18,41,59,B
IT2023059,4,Cloud Computing,19,45,64,B+
IT2023059,4,Artificial Intelligence,19,38,57,B
IT2023060,4,Java Programming,15,41,56,B
IT2023060,4,Data Visualization,22,37,59,B
IT2023060,4,Cloud Computing,20,35,55,B
IT2023060,4,Artificial Intelligence,16,39,55,B
IT2022001,5,Machine Learning,27,61,88,A+
IT2022001,5,Big Data Analytics,24,61,85,A+
IT2022001,5,Cyber Security,29,64,93,O
IT2022001,5,Business Intelligence,27,58,85,A+
IT2022002,5,Machine Learning,21,42,63,B+
IT2022002,5,Big Data Analytics,19,36,55,B
IT2022002,5,Cyber Security,21,37,58,B
IT2022002,5,Business Intelligence,21,40,61,B+
IT2022003,5,Machine Learning,23,48,71,A
IT2022003,5,Big Data Analytics,23,55,78,A
IT2022003,5,Cyber Security,21,52,73,A
IT2022003,5,Business Intelligence,20,50,70,A
IT2022004,5,Machine Learning,16,36,52,B
IT2022004,5,Big Data Analytics,21,47,68,B+
IT2022004,5,Cyber Security,18,43,61,B+
IT2022004,5,Business Intelligence,21,48,69,B+
IT2022005,5,Machine Learning,23,56,79,A
IT2022005,5,Big Data Analytics,26,55,81,A+
IT2022005,5,Cyber Security,21,55,76,A
IT2022005,5,Business Intelligence,20,54,74,A
IT2022006,5,Machine Learning,25,48,73,A
IT2022006,5,Big Data Analytics,24,56,80,A+
IT2022006,5,Cyber Security,24,58,82,A+
IT2022006,5,Business Intelligence,21,49,70,A
IT2022007,5,Machine Learning,23,50,73,A
IT2022007,5,Big Data Analytics,21,51,72,A
IT2022007,5,Cyber Security,20,54,74,A
IT2022007,5,Business Intelligence,25,54,79,A
IT2022008,5,Machine Learning,17,48,65,B+
IT2022008,5,Big Data Analytics,19,40,59,B
IT2022008,5,Cyber Security,16,41,57,B
IT2022008,5,Business Intelligence,21,43,64,B+
IT2022009,5,Machine Learning,19,43,62,B+
IT2022009,5,Big Data Analytics,15,47,62,B+
IT2022009,5,Cyber Security,21,36,57,B
IT2022009,5,Business Intelligence,17,37,54,B
IT2022010,5,Machine Learning,16,36,52,B
IT2022010,5,Big Data Analytics,16,47,63,B+
IT2022010,5,Cyber Security,20,41,61,B+
IT2022010,5,Business Intelligence,21,45,66,B+
IT2022011,5,Machine Learning,17,25,42,C
IT2022011,5,Big Data Analytics,14,31,45,C
IT2022011,5,Cyber Security,16,25,41,C
IT2022011,5,Business Intelligence,15,36,51,B
IT2022012,5,Machine Learning,20,55,75,A
IT2022012,5,Big Data Analytics,22,48,70,A
IT2022012,5,Cyber Security,26,52,78,A
IT2022012,5,Business Intelligence,22,55,77,A
IT2022013,5,Machine Learning,25,58,83,A+
IT2022013,5,Big Data Analytics,26,51,77,A
IT2022013,5,Cyber Security,22,55,77,A
IT2022013,5,Business Intelligence,26,53,79,A
IT2022014,5,Machine Learning,21,44,65,B+
IT2022014,5,Big Data Analytics,18,42,60,B+
IT2022014,5,Cyber Security,21,46,67,B+
IT2022014,5,Business Intelligence,20,48,68,B+
IT2022015,5,Machine Learning,17,36,53,B
IT2022015,5,Big Data Analytics,21,37,58,B
IT2022015,5,Cyber Security,15,37,52,B
IT2022015,5,Business Intelligence,18,48,66,B+
IT2022016,5,Machine Learning,13,25,38,F
IT2022016,5,Big Data Analytics,10,30,40,C
IT2022016,5,Cyber Security,14,30,44,C
IT2022016,5,Business Intelligence,18,31,49,C
IT2022017,5,Machine Learning,16,45,61,B+
IT2022017,5,Big Data Analytics,18,40,58,B
IT2022017,5,Cyber Security,22,37,59,B
IT2022017,5,Business Intelligence,20,40,60,B+
IT2022018,5,Machine Learning,26,52,78,A
IT2022018,5,Big Data Analytics,26,49,75,A
IT2022018,5,Cyber Security,20,54,74,A
IT2022018,5,Business Intelligence,21,57,78,A
IT2022019,5,Machine Learning,13,38,51,B
IT2022019,5,Big Data Analytics,13,35,48,C
IT2022019,5,Cyber Security,14,35,49,C
IT2022019,5,Business Intelligence,18,25,43,C
IT2022020,5,Machine Learning,22,37,59,B
IT2022020,5,Big Data Analytics,15,38,53,B
IT2022020,5,Cyber Security,19,46,65,B+
IT2022020,5,Business Intelligence,21,41,62,B+
IT2022021,5,Machine Learning,23,52,75,A
IT2022021,5,Big Data Analytics,23,52,75,A
IT2022021,5,Cyber Security,24,57,81,A+
IT2022021,5,Business Intelligence,24,49,73,A
IT2022022,5,Machine Learning,28,66,94,O
IT2022022,5,Big Data Analytics,29,64,93,O
IT2022022,5,Cyber Security,29,58,87,A+
IT2022022,5,Business Intelligence,24,65,89,A+
IT2022023,5,Machine Learning,20,48,68,B+
IT2022023,5,Big Data Analytics,19,45,64,B+
IT2022023,5,Cyber Security,18,37,55,B
IT2022023,5,Business Intelligence,18,35,53,B
IT2022024,5,Machine Learning,21,45,66,B+
IT2022024,5,Big Data Analytics,17,46,63,B+
IT2022024,5,Cyber Security,22,39,61,B+
IT2022024,5,Business Intelligence,21,41,62,B+
IT2022025,5,Machine Learning,15,44,59,B
IT2022025,5,Big Data Analytics,18,40,58,B
IT2022025,5,Cyber Security,22,45,67,B+
IT2022025,5,Business Intelligence,19,48,67,B+
IT2022026,5,Machine Learning,17,39,56,B
IT2022026,5,Big Data Analytics,22,37,59,B
IT2022026,5,Cyber Security,17,45,62,B+
IT2022026,5,Business Intelligence,16,38,54,B
IT2022027,5,Machine Learning,18,46,64,B+
IT2022027,5,Big Data Analytics,21,47,68,B+
IT2022027,5,Cyber Security,20,39,59,B
IT2022027,5,Business Intelligence,19,42,61,B+
IT2022028,5,Machine Learning,27,56,83,A+
IT2022028,5,Big Data Analytics,28,57,85,A+
IT2022028,5,Cyber Security,25,58,83,A+
IT2022028,5,Business Intelligence,27,64,91,O
IT2022029,5,Machine Learning,20,50,70,A
IT2022029,5,Big Data Analytics,21,53,74,A
IT2022029,5,Cyber Security,24,55,79,A
IT2022029,5,Business Intelligence,22,50,72,A
IT2022030,5,Machine Learning,20,55,75,A
IT2022030,5,Big Data Analytics,25,50,75,A
IT2022030,5,Cyber Security,25,48,73,A
IT2022030,5,Business Intelligence,23,52,75,A
IT2022031,5,Machine Learning,30,60,90,O
IT2022031,5,Big Data Analytics,30,60,90,O
IT2022031,5,Cyber Security,30,57,87,A+
IT2022031,5,Business Intelligence,28,68,96,O
IT2022032,5,Machine Learning,21,41,62,B+
IT2022032,5,Big Data Analytics,22,41,63,B+
IT2022032,5,Cyber Security,15,43,58,B
IT2022032,5,Business Intelligence,20,35,55,B
IT2022033,5,Machine Learning,18,35,53,B
IT2022033,5,Big Data Analytics,18,38,56,B
IT2022033,5,Cyber Security,19,37,56,B
IT2022033,5,Business Intelligence,21,43,64,B+
IT2022034,5,Machine Learning,26,60,86,A+
IT2022034,5,Big Data Analytics,30,56,86,A+
IT2022034,5,Cyber Security,26,69,95,O
IT2022034,5,Business Intelligence,28,65,93,O
IT2022035,5,Machine Learning,17,40,57,B
IT2022035,5,Big Data Analytics,20,47,67,B+
IT2022035,5,Cyber Security,17,47,64,B+
IT2022035,5,Business Intelligence,15,38,53,B
IT2022036,5,Machine Learning,12,28,40,C
IT2022036,5,Big Data Analytics,18,27,45,C
IT2022036,5,Cyber Security,15,36,51,B
IT2022036,5,Business Intelligence,10,31,41,C
IT2022037,5,Machine Learning,19,47,66,B+
IT2022037,5,Big Data Analytics,15,44,59,B
IT2022037,5,Cyber Security,16,45,61,B+
IT2022037,5,Business Intelligence,15,46,61,B+
IT2022038,5,Machine Learning,23,55,78,A
IT2022038,5,Big Data Analytics,20,56,76,A
IT2022038,5,Cyber Security,23,50,73,A
IT2022038,5,Business Intelligence,25,58,83,A+
IT2022039,5,Machine Learning,20,52,72,A
IT2022039,5,Big Data Analytics,25,49,74,A
IT2022039,5,Cyber Security,24,52,76,A
IT2022039,5,Business Intelligence,24,50,74,A
IT2022040,5,Machine Learning,11,33,44,C
IT2022040,5,Big Data Analytics,11,29,40,C
IT2022040,5,Cyber Security,11,32,43,C
IT2022040,5,Business Intelligence,13,37,50,B
IT2022041,5,Machine Learning,26,56,82,A+
IT2022041,5,Big Data Analytics,22,54,76,A
IT2022041,5,Cyber Security,21,48,69,B+
IT2022041,5,Business Intelligence,23,51,74,A
IT2022042,5,Machine Learning,22,40,62,B+
IT2022042,5,Big Data Analytics,15,35,50,B
IT2022042,5,Cyber Security,16,48,64,B+
IT2022042,5,Business Intelligence,22,37,59,B
IT2022043,5,Machine Learning,16,46,62,B+
IT2022043,5,Big Data Analytics,19,45,64,B+
IT2022043,5,Cyber Security,22,39,61,B+
IT2022043,5,Business Intelligence,22,35,57,B
IT2022044,5,Machine Learning,12,38,50,B
IT2022044,5,Big Data Analytics,14,30,44,C
IT2022044,5,Cyber Security,16,36,52,B
IT2022044,5,Business Intelligence,11,38,49,C
IT2022045,5,Machine Learning,20,50,70,A
IT2022045,5,Big Data Analytics,25,50,75,A
IT2022045,5,Cyber Security,22,55,77,A
IT2022045,5,Business Intelligence,22,49,71,A
IT2022046,5,Machine Learning,15,27,42,C
IT2022046,5,Big Data Analytics,16,31,47,C
IT2022046,5,Cyber Security,14,38,52,B
IT2022046,5,Business Intelligence,17,37,54,B
IT2022047,5,Machine Learning,12,26,38,F
IT2022047,5,Big Data Analytics,10,38,48,C
IT2022047,5,Cyber Security,11,31,42,C
IT2022047,5,Business Intelligence,17,37,54,B
IT2022048,5,Machine Learning,22,37,59,B
IT2022048,5,Big Data Analytics,21,47,68,B+
IT2022048,5,Cyber Security,15,48,63,B+
IT2022048,5,Business Intelligence,22,42,64,B+
IT2022049,5,Machine Learning,21,42,63,B+
IT2022049,5,Big Data Analytics,16,39,55,B
IT2022049,5,Cyber Security,15,46,61,B+
IT2022049,5,Business Intelligence,18,45,63,B+
IT2022050,5,Machine Learning,24,56,80,A+
IT2022050,5,Big Data Analytics,25,57,82,A+
IT2022050,5,Cyber Security,23,58,81,A+
IT2022050,5,Business Intelligence,21,55,76,A
IT2022051,5,Machine Learning,21,37,58,B
IT2022051,5,Big Data Analytics,15,35,50,B
IT2022051,5,Cyber Security,22,48,70,A
IT2022051,5,Business Intelligence,17,36,53,B
IT2022052,5,Machine Learning,20,38,58,B
IT2022052,5,Big Data Analytics,19,35,54,B
IT2022052,5,Cyber Security,18,43,61,B+
IT2022052,5,Business Intelligence,21,48,69,B+
IT2022053,5,Machine Learning,16,42,58,B
IT2022053,5,Big Data Analytics,22,36,58,B
IT2022053,5,Cyber Security,22,40,62,B+
IT2022053,5,Business Intelligence,22,46,68,B+
IT2022054,5,Machine Learning,16,41,57,B
IT2022054,5,Big Data Analytics,15,43,58,B
IT2022054,5,Cyber Security,15,48,63,B+
IT2022054,5,Business Intelligence,19,43,62,B+
IT2022055,5,Machine Learning,13,35,48,C
IT2022055,5,Big Data Analytics,15,30,45,C
IT2022055,5,Cyber Security,13,38,51,B
IT2022055,5,Business Intelligence,15,33,48,C
IT2022056,5,Machine Learning,28,70,98,O
IT2022056,5,Big Data Analytics,26,69,95,O
