Roll_No,Semester,Subject,Attendance
IT2023026,4,Java Programming,95
IT2023026,4,Data Visualization,90
IT2023026,4,Cloud Computing,94
IT2023026,4,Artificial Intelligence,99
IT2023027,4,Java Programming,87
IT2023027,4,Data Visualization,94
IT2023027,4,Cloud Computing,93
IT2023027,4,Artificial Intelligence,84
IT2023028,4,Java Programming,90
IT2023028,4,Data Visualization,100
IT2023028,4,Cloud Computing,95
IT2023028,4,Artificial Intelligence,94
IT2023029,4,Java Programming,90
IT2023029,4,Data Visualization,89
IT2023029,4,Cloud Computing,93
IT2023029,4,Artificial Intelligence,82
IT2023030,4,Java Programming,88
IT2023030,4,Data Visualization,89
IT2023030,4,Cloud Computing,91
IT2023030,4,Artificial Intelligence,84
IT2023031,4,Java Programming,88
IT2023031,4,Data Visualization,74
IT2023031,4,Cloud Computing,78
IT2023031,4,Artificial Intelligence,82
IT2023032,4,Java Programming,87
IT2023032,4,Data Visualization,85
IT2023032,4,Cloud Computing,84
IT2023032,4,Artificial Intelligence,83
IT2023033,4,Java Programming,75
IT2023033,4,Data Visualization,80
IT2023033,4,Cloud Computing,87
IT2023033,4,Artificial Intelligence,76
IT2023034,4,Java Programming,84
IT2023034,4,Data Visualization,73
IT2023034,4,Cloud Computing,79
IT2023034,4,Artificial Intelligence,80
IT2023035,4,Java Programming,93
IT2023035,4,Data Visualization,88
IT2023035,4,Cloud Computing,92
IT2023035,4,Artificial Intelligence,95
IT2023036,4,Java Programming,82
IT2023036,4,Data Visualization,87
IT2023036,4,Cloud Computing,84
IT2023036,4,Artificial Intelligence,74
IT2023037,4,Java Programming,82
IT2023037,4,Data Visualization,84
IT2023037,4,Cloud Computing,87
IT2023037,4,Artificial Intelligence,92
IT2023038,4,Java Programming,88
IT2023038,4,Data Visualization,72
IT2023038,4,Cloud Computing,76
IT2023038,4,Artificial Intelligence,74
IT2023039,4,Java Programming,83
IT2023039,4,Data Visualization,82
IT2023039,4,Cloud Computing,88
IT2023039,4,Artificial Intelligence,89
IT2023040,4,Java Programming,83
IT2023040,4,Data Visualization,76
IT2023040,4,Cloud Computing,78
IT2023040,4,Artificial Intelligence,71
IT2023041,4,Java Programming,69
IT2023041,4,Data Visualization,77
IT2023041,4,Cloud Computing,62
IT2023041,4,Artificial Intelligence,64
IT2023042,4,Java Programming,86
IT2023042,4,Data Visualization,87
IT2023042,4,Cloud Computing,81
IT2023042,4,Artificial Intelligence,85
IT2023043,4,Java Programming,86
IT2023043,4,Data Visualization,78
IT2023043,4,Cloud Computing,80
IT2023043,4,Artificial Intelligence,78
IT2023044,4,Java Programming,85
IT2023044,4,Data Visualization,88
IT2023044,4,Cloud Computing,73
IT2023044,4,Artificial Intelligence,77
IT2023045,4,Java Programming,61
IT2023045,4,Data Visualization,72
IT2023045,4,Cloud Computing,65
IT2023045,4,Artificial Intelligence,78
IT2023046,4,Java Programming,81
IT2023046,4,Data Visualization,81
IT2023046,4,Cloud Computing,76
IT2023046,4,Artificial Intelligence,79
IT2023047,4,Java Programming,71
IT2023047,4,Data Visualization,77
IT2023047,4,Cloud Computing,86
IT2023047,4,Artificial Intelligence,80
IT2023048,4,Java Programming,74
IT2023048,4,Data Visualization,75
IT2023048,4,Cloud Computing,70
IT2023048,4,Artificial Intelligence,74
IT2023049,4,Java Programming,86
IT2023049,4,Data Visualization,81
IT2023049,4,Cloud Computing,73
IT2023049,4,Artificial Intelligence,80
IT2023050,4,Java Programming,83
IT2023050,4,Data Visualization,80
IT2023050,4,Cloud Computing,87
IT2023050,4,Artificial Intelligence,88
IT2023051,4,Java Programming,69
IT2023051,4,Data Visualization,65
IT2023051,4,Cloud Computing,78
IT2023051,4,Artificial Intelligence,78
IT2023052,4,Java Programming,89
IT2023052,4,Data Visualization,89
IT2023052,4,Cloud Computing,88
IT2023052,4,Artificial Intelligence,74
IT2023053,4,Java Programming,72
IT2023053,4,Data Visualization,80
IT2023053,4,Cloud Computing,72
IT2023053,4,Artificial Intelligence,70
IT2023054,4,Java Programming,77
IT2023054,4,Data Visualization,78
IT2023054,4,Cloud Computing,70
IT2023054,4,Artificial Intelligence,84
IT2023055,4,Java Programming,84
IT2023055,4,Data Visualization,88
IT2023055,4,Cloud Computing,88
IT2023055,4,Artificial Intelligence,94
IT2023056,4,Java Programming,92
IT2023056,4,Data Visualization,85
IT2023056,4,Cloud Computing,83
IT2023056,4,Artificial Intelligence,86
IT2023057,4,Java Programming,86
IT2023057,4,Data Visualization,87
IT2023057,4,Cloud Computing,84
IT2023057,4,Artificial Intelligence,90
IT2023058,4,Java Programming,99
IT2023058,4,Data Visualization,90
IT2023058,4,Cloud Computing,99
IT2023058,4,Artificial Intelligence,90
IT2023059,4,Java Programming,76
IT2023059,4,Data Visualization,87
IT2023059,4,Cloud Computing,79
IT2023059,4,Artificial Intelligence,73
IT2023060,4,Java Programming,88
IT2023060,4,Data Visualization,71
IT2023060,4,Cloud Computing,83
IT2023060,4,Artificial Intelligence,89
IT2022001,5,Machine Learning,91
IT2022001,5,Big Data Analytics,92
IT2022001,5,Cyber Security,91
IT2022001,5,Business Intelligence,94
IT2022002,5,Machine Learning,85
IT2022002,5,Big Data Analytics,87
IT2022002,5,Cyber Security,81
IT2022002,5,Business Intelligence,75
IT2022003,5,Machine Learning,86
IT2022003,5,Big Data Analytics,86
IT2022003,5,Cyber Security,91
IT2022003,5,Business Intelligence,94
IT2022004,5,Machine Learning,81
IT2022004,5,Big Data Analytics,88
IT2022004,5,Cyber Security,71
IT2022004,5,Business Intelligence,86
IT2022005,5,Machine Learning,92
IT2022005,5,Big Data Analytics,91
IT2022005,5,Cyber Security,86
IT2022005,5,Business Intelligence,95
IT2022006,5,Machine Learning,90
IT2022006,5,Big Data Analytics,94
IT2022006,5,Cyber Security,91
IT2022006,5,Business Intelligence,94
IT2022007,5,Machine Learning,84
IT2022007,5,Big Data Analytics,84
IT2022007,5,Cyber Security,83
IT2022007,5,Business Intelligence,85
IT2022008,5,Machine Learning,89
IT2022008,5,Big Data Analytics,72
IT2022008,5,Cyber Security,87
IT2022008,5,Business Intelligence,80
IT2022009,5,Machine Learning,84
IT2022009,5,Big Data Analytics,89
IT2022009,5,Cyber Security,83
IT2022009,5,Business Intelligence,88
IT2022010,5,Machine Learning,88
IT2022010,5,Big Data Analytics,79
IT2022010,5,Cyber Security,78
IT2022010,5,Business Intelligence,85
IT2022011,5,Machine Learning,65
IT2022011,5,Big Data Analytics,64
IT2022011,5,Cyber Security,72
IT2022011,5,Business Intelligence,67
IT2022012,5,Machine Learning,86
IT2022012,5,Big Data Analytics,87
IT2022012,5,Cyber Security,86
IT2022012,5,Business Intelligence,95
IT2022013,5,Machine Learning,83
IT2022013,5,Big Data Analytics,84
IT2022013,5,Cyber Security,94
IT2022013,5,Business Intelligence,86
IT2022014,5,Machine Learning,72
IT2022014,5,Big Data Analytics,76
IT2022014,5,Cyber Security,85
IT2022014,5,Business Intelligence,71
IT2022015,5,Machine Learning,79
IT2022015,5,Big Data Analytics,86
IT2022015,5,Cyber Security,76
IT2022015,5,Business Intelligence,71
IT2022016,5,Machine Learning,74
IT2022016,5,Big Data Analytics,66
IT2022016,5,Cyber Security,74
IT2022016,5,Business Intelligence,80
IT2022017,5,Machine Learning,70
IT2022017,5,Big Data Analytics,85
IT2022017,5,Cyber Security,85
IT2022017,5,Business Intelligence,75
IT2022018,5,Machine Learning,93
IT2022018,5,Big Data Analytics,86
IT2022018,5,Cyber Security,82
IT2022018,5,Business Intelligence,94
IT2022019,5,Machine Learning,67
IT2022019,5,Big Data Analytics,66
IT2022019,5,Cyber Security,73
IT2022019,5,Business Intelligence,60
IT2022020,5,Machine Learning,75
IT2022020,5,Big Data Analytics,78
IT2022020,5,Cyber Security,78
IT2022020,5,Business Intelligence,81
IT2022021,5,Machine Learning,85
IT2022021,5,Big Data Analytics,92
IT2022021,5,Cyber Security,88
IT2022021,5,Business Intelligence,82
IT2022022,5,Machine Learning,98
IT2022022,5,Big Data Analytics,94
IT2022022,5,Cyber Security,97
IT2022022,5,Business Intelligence,94
IT2022023,5,Machine Learning,78
IT2022023,5,Big Data Analytics,79
IT2022023,5,Cyber Security,86
IT2022023,5,Business Intelligence,89
IT2022024,5,Machine Learning,80
IT2022024,5,Big Data Analytics,70
IT2022024,5,Cyber Security,78
IT2022024,5,Business Intelligence,82
IT2022025,5,Machine Learning,88
IT2022025,5,Big Data Analytics,77
IT2022025,5,Cyber Security,81
IT2022025,5,Business Intelligence,75
IT2022026,5,Machine Learning,73
IT2022026,5,Big Data Analytics,78
IT2022026,5,Cyber Security,80
IT2022026,5,Business Intelligence,81
IT2022027,5,Machine Learning,79
IT2022027,5,Big Data Analytics,80
IT2022027,5,Cyber Security,88
IT2022027,5,Business Intelligence,73
IT2022028,5,Machine Learning,100
IT2022028,5,Big Data Analytics,97
IT2022028,5,Cyber Security,100
IT2022028,5,Business Intelligence,96
IT2022029,5,Machine Learning,84
IT2022029,5,Big Data Analytics,88
IT2022029,5,Cyber Security,84
IT2022029,5,Business Intelligence,94
IT2022030,5,Machine Learning,87
IT2022030,5,Big Data Analytics,87
IT2022030,5,Cyber Security,82
IT2022030,5,Business Intelligence,85
IT2022031,5,Machine Learning,99
IT2022031,5,Big Data Analytics,97
IT2022031,5,Cyber Security,92
IT2022031,5,Business Intelligence,100
IT2022032,5,Machine Learning,83
IT2022032,5,Big Data Analytics,70
IT2022032,5,Cyber Security,76
IT2022032,5,Business Intelligence,80
IT2022033,5,Machine Learning,70
IT2022033,5,Big Data Analytics,81
IT2022033,5,Cyber Security,73
IT2022033,5,Business Intelligence,88
IT2022034,5,Machine Learning,91
IT2022034,5,Big Data Analytics,94
IT2022034,5,Cyber Security,98
IT2022034,5,Business Intelligence,96
IT2022035,5,Machine Learning,85
IT2022035,5,Big Data Analytics,76
IT2022035,5,Cyber Security,82
IT2022035,5,Business Intelligence,77
IT2022036,5,Machine Learning,60
IT2022036,5,Big Data Analytics,63
IT2022036,5,Cyber Security,80
IT2022036,5,Business Intelligence,80
IT2022037,5,Machine Learning,87
IT2022037,5,Big Data Analytics,71
IT2022037,5,Cyber Security,70
IT2022037,5,Business Intelligence,73
IT2022038,5,Machine Learning,88
IT2022038,5,Big Data Analytics,86
IT2022038,5,Cyber Security,85
IT2022038,5,Business Intelligence,92
IT2022039,5,Machine Learning,88
IT2022039,5,Big Data Analytics,92
IT2022039,5,Cyber Security,91
IT2022039,5,Business Intelligence,88
IT2022040,5,Machine Learning,79
IT2022040,5,Big Data Analytics,63
IT2022040,5,Cyber Security,66
IT2022040,5,Business Intelligence,68
IT2022041,5,Machine Learning,85
IT2022041,5,Big Data Analytics,86
IT2022041,5,Cyber Security,90
IT2022041,5,Business Intelligence,93
IT2022042,5,Machine Learning,77
IT2022042,5,Big Data Analytics,72
IT2022042,5,Cyber Security,88
IT2022042,5,Business Intelligence,72
IT2022043,5,Machine Learning,73
IT2022043,5,Big Data Analytics,77
IT2022043,5,Cyber Security,78
IT2022043,5,Business Intelligence,73
IT2022044,5,Machine Learning,61
IT2022044,5,Big Data Analytics,70
IT2022044,5,Cyber Security,63
IT2022044,5,Business Intelligence,61
IT2022045,5,Machine Learning,92
IT2022045,5,Big Data Analytics,87
IT2022045,5,Cyber Security,91
IT2022045,5,Business Intelligence,87
IT2022046,5,Machine Learning,63
IT2022046,5,Big Data Analytics,74
IT2022046,5,Cyber Security,72
IT2022046,5,Business Intelligence,73
IT2022047,5,Machine Learning,64
IT2022047,5,Big Data Analytics,65
IT2022047,5,Cyber Security,78
IT2022047,5,Business Intelligence,78
IT2022048,5,Machine Learning,89
IT2022048,5,Big Data Analytics,81
IT2022048,5,Cyber Security,74
IT2022048,5,Business Intelligence,73
IT2022049,5,Machine Learning,71
IT2022049,5,Big Data Analytics,80
IT2022049,5,Cyber Security,86
IT2022049,5,Business Intelligence,80
IT2022050,5,Machine Learning,93
IT2022050,5,Big Data Analytics,83
IT2022050,5,Cyber Security,93
IT2022050,5,Business Intelligence,87
IT2022051,5,Machine Learning,87
IT2022051,5,Big Data Analytics,75
IT2022051,5,Cyber Security,85
IT2022051,5,Business Intelligence,85
IT2022052,5,Machine Learning,80
IT2022052,5,Big Data Analytics,86
IT2022052,5,Cyber Security,82
IT2022052,5,Business Intelligence,77
IT2022053,5,Machine Learning,84
IT2022053,5,Big Data Analytics,85
IT2022053,5,Cyber Security,73
IT2022053,5,Business Intelligence,70
IT2022054,5,Machine Learning,83
IT2022054,5,Big Data Analytics,87
IT2022054,5,Cyber Security,72
IT2022054,5,Business Intelligence,87
IT2022055,5,Machine Learning,74
IT2022055,5,Big Data Analytics,61
IT2022055,5,Cyber Security,74
IT2022055,5,Business Intelligence,79
IT2022056,5,Machine Learning,100
IT2022056,5,Big Data Analytics,91
IT2022056,5,Cyber Security,90
IT2022056,5,Business Intelligence,100
IT2022057,5,Machine Learning,90
IT2022057,5,Big Data Analytics,93
IT2022057,5,Cyber Security,84
IT2022057,5,Business Intelligence,95
IT2022058,5,Machine Learning,68
IT2022058,5,Big Data Analytics,63
IT2022058,5,Cyber Security,74
IT2022058,5,Business Intelligence,70
IT2022059,5,Machine Learning,83
IT2022059,5,Big Data Analytics,88
IT2022059,5,Cyber Security,84
IT2022059,5,Business Intelligence,88
IT2022060,5,Machine Learning,97
IT2022060,5,Big Data Analytics,98
IT2022060,5,Cyber Security,98
IT2022060,5,Business Intelligence,99
IT2021001,6,Deep Learning,74
IT2021001,6,Data Science,89
IT2021001,6,Major Project,82
IT2021001,6,Professional Ethics,77
IT2021002,6,Deep Learning,95
IT2021002,6,Data Science,92
IT2021002,6,Major Project,99
IT2021002,6,Professional Ethics,98
IT2021003,6,Deep Learning,77
IT2021003,6,Data Science,66
IT2021003,6,Major Project,71
IT2021003,6,Professional Ethics,80
IT2021004,6,Deep Learning,87
IT2021004,6,Data Science,73
IT2021004,6,Major Project,85
IT2021004,6,Professional Ethics,87
IT2021005,6,Deep Learning,83
IT2021005,6,Data Science,73
IT2021005,6,Major Project,74
IT2021005,6,Professional Ethics,71
IT2021006,6,Deep Learning,94
IT2021006,6,Data Science,86
IT2021006,6,Major Project,84
IT2021006,6,Professional Ethics,93
IT2021007,6,Deep Learning,93
IT2021007,6,Data Science,95
IT2021007,6,Major Project,91
IT2021007,6,Professional Ethics,100
IT2021008,6,Deep Learning,85
IT2021008,6,Data Science,93
IT2021008,6,Major Project,88
IT2021008,6,Professional Ethics,94
IT2021009,6,Deep Learning,61
IT2021009,6,Data Science,68
IT2021009,6,Major Project,74
IT2021009,6,Professional Ethics,80
IT2021010,6,Deep Learning,90
IT2021010,6,Data Science,85
IT2021010,6,Major Project,86
IT2021010,6,Professional Ethics,92
IT2021011,6,Deep Learning,65
IT2021011,6,Data Science,72
IT2021011,6,Major Project,68
IT2021011,6,Professional Ethics,64
IT2021012,6,Deep Learning,78
IT2021012,6,Data Science,84
IT2021012,6,Major Project,74
IT2021012,6,Professional Ethics,71
IT2021013,6,Deep Learning,78
IT2021013,6,Data Science,62
IT2021013,6,Major Project,67
IT2021013,6,Professional Ethics,62
IT2021014,6,Deep Learning,84
IT2021014,6,Data Science,90
IT2021014,6,Major Project,87
IT2021014,6,Professional Ethics,92
IT2021015,6,Deep Learning,81
IT2021015,6,Data Science,89
IT2021015,6,Major Project,70
IT2021015,6,Professional Ethics,81
IT2021016,6,Deep Learning,89
IT2021016,6,Data Science,80
IT2021016,6,Major Project,73
IT2021016,6,Professional Ethics,87
IT2021017,6,Deep Learning,86
IT2021017,6,Data Science,86
IT2021017,6,Major Project,71
IT2021017,6,Professional Ethics,76
IT2021018,6,Deep Learning,62
IT2021018,6,Data Science,77
IT2021018,6,Major Project,80
IT2021018,6,Professional Ethics,80
IT2021019,6,Deep Learning,83
IT2021019,6,Data Science,87
IT2021019,6,Major Project,72
IT2021019,6,Professional Ethics,84
IT2021020,6,Deep Learning,72
IT2021020,6,Data Science,75
IT2021020,6,Major Project,72
IT2021020,6,Professional Ethics,83
IT2021021,6,Deep Learning,80
IT2021021,6,Data Science,70
IT2021021,6,Major Project,63
IT2021021,6,Professional Ethics,80
IT2021022,6,Deep Learning,83
IT2021022,6,Data Science,82
IT2021022,6,Major Project,87
IT2021022,6,Professional Ethics,86
IT2021023,6,Deep Learning,72
IT2021023,6,Data Science,84
IT2021023,6,Major Project,70
IT2021023,6,Professional Ethics,87
IT2021024,6,Deep Learning,82
IT2021024,6,Data Science,74
IT2021024,6,Major Project,81
IT2021024,6,Professional Ethics,87
IT2021025,6,Deep Learning,82
IT2021025,6,Data Science,91
IT2021025,6,Major Project,90
IT2021025,6,Professional Ethics,85
IT2021026,6,Deep Learning,83
IT2021026,6,Data Science,75
IT2021026,6,Major Project,78
IT2021026,6,Professional Ethics,75
IT2021027,6,Deep Learning,95
IT2021027,6,Data Science,89
IT2021027,6,Major Project,83
IT2021027,6,Professional Ethics,83
IT2021028,6,Deep Learning,66
IT2021028,6,Data Science,71
IT2021028,6,Major Project,80
IT2021028,6,Professional Ethics,69
IT2021029,6,Deep Learning,93
IT2021029,6,Data Science,97
IT2021029,6,Major Project,99
IT2021029,6,Professional Ethics,95
IT2021030,6,Deep Learning,70
IT2021030,6,Data Science,77
IT2021030,6,Major Project,81
IT2021030,6,Professional Ethics,80
IT2021031,6,Deep Learning,74
IT2021031,6,Data Science,69
IT2021031,6,Major Project,63
IT2021031,6,Professional Ethics,79
IT2021032,6,Deep Learning,68
IT2021032,6,Data Science,66
IT2021032,6,Major Project,80
IT2021032,6,Professional Ethics,62
IT2021033,6,Deep Learning,92
IT2021033,6,Data Science,91
IT2021033,6,Major Project,85
IT2021033,6,Professional Ethics,86
IT2021034,6,Deep Learning,75
IT2021034,6,Data Science,72
IT2021034,6,Major Project,78
IT2021034,6,Professional Ethics,74
IT2021035,6,Deep Learning,62
IT2021035,6,Data Science,76
IT2021035,6,Major Project,67
IT2021035,6,Professional Ethics,76
IT2021036,6,Deep Learning,75
IT2021036,6,Data Science,88
IT2021036,6,Major Project,85
IT2021036,6,Professional Ethics,77
IT2021037,6,Deep Learning,72
IT2021037,6,Data Science,77
IT2021037,6,Major Project,76
IT2021037,6,Professional Ethics,85
IT2021038,6,Deep Learning,61
IT2021038,6,Data Science,76
IT2021038,6,Major Project,68
IT2021038,6,Professional Ethics,65
IT2021039,6,Deep Learning,95
IT2021039,6,Data Science,98
IT2021039,6,Major Project,93
IT2021039,6,Professional Ethics,95
IT2021040,6,Deep Learning,85
IT2021040,6,Data Science,74
IT2021040,6,Major Project,77
IT2021040,6,Professional Ethics,78
IT2021041,6,Deep Learning,84
IT2021041,6,Data Science,91
IT2021041,6,Major Project,92
IT2021041,6,Professional Ethics,94
IT2021042,6,Deep Learning,97
IT2021042,6,Data Science,97
IT2021042,6,Major Project,100
IT2021042,6,Professional Ethics,90
IT2021043,6,Deep Learning,84
IT2021043,6,Data Science,84
IT2021043,6,Major Project,90
IT2021043,6,Professional Ethics,84
IT2021044,6,Deep Learning,78
IT2021044,6,Data Science,82
IT2021044,6,Major Project,79
IT2021044,6,Professional Ethics,84
IT2021045,6,Deep Learning,95
IT2021045,6,Data Science,85
IT2021045,6,Major Project,91
IT2021045,6,Professional Ethics,95
IT2021046,6,Deep Learning,76
IT2021046,6,Data Science,70
IT2021046,6,Major Project,78
IT2021046,6,Professional Ethics,72
IT2021047,6,Deep Learning,73
IT2021047,6,Data Science,86
IT2021047,6,Major Project,74
IT2021047,6,Professional Ethics,85
IT2021048,6,Deep Learning,87
IT2021048,6,Data Science,85
IT2021048,6,Major Project,87
IT2021048,6,Professional Ethics,83
IT2021049,6,Deep Learning,71
IT2021049,6,Data Science,85
IT2021049,6,Major Project,88
IT2021049,6,Professional Ethics,74
IT2021050,6,Deep Learning,67
IT2021050,6,Data Science,79
IT2021050,6,Major Project,68
IT2021050,6,Professional Ethics,60
IT2021051,6,Deep Learning,98
IT2021051,6,Data Science,100
IT2021051,6,Major Project,96
IT2021051,6,Professional Ethics,92
IT2021052,6,Deep Learning,91
IT2021052,6,Data Science,95
IT2021052,6,Major Project,91
IT2021052,6,Professional Ethics,86
IT2021053,6,Deep Learning,94
IT2021053,6,Data Science,90
IT2021053,6,Major Project,89
IT2021053,6,Professional Ethics,90
IT2021054,6,Deep Learning,68
IT2021054,6,Data Science,71
IT2021054,6,Major Project,64
IT2021054,6,Professional Ethics,67
IT2021055,6,Deep Learning,83
IT2021055,6,Data Science,88
IT2021055,6,Major Project,94
IT2021055,6,Professional Ethics,93
IT2021056,6,Deep Learning,84
IT2021056,6,Data Science,82
IT2021056,6,Major Project,95
IT2021056,6,Professional Ethics,91
IT2021057,6,Deep Learning,62
IT2021057,6,Data Science,71
IT2021057,6,Major Project,61
IT2021057,6,Professional Ethics,79
IT2021058,6,Deep Learning,99
IT2021058,6,Data Science,100
IT2021058,6,Major Project,90
IT2021058,6,Professional Ethics,93
IT2021059,6,Deep Learning,89
IT2021059,6,Data Science,75
IT2021059,6,Major Project,77
IT2021059,6,Professional Ethics,72
IT2021060,6,Deep Learning,82
IT2021060,6,Data Science,82
IT2021060,6,Major Project,76
IT2021060,6,Professional Ethics,72
