Roll_No,Semester,Subject,Internal,External,Total,Grade
IT2021046,5,Machine Learning,15,30,45,C
IT2021046,6,Data Science,14,27,41,C
IT2021046,6,Deep Learning,12,34,46,C
IT2021046,6,Major Project,17,34,51,B
IT2021046,6,Professional Ethics,11,28,39,F
IT2021047,1,Communication Skills,19,39,58,B
IT2021047,1,Digital Electronics,21,40,61,B+
IT2021047,1,Mathematics I,16,43,59,B
IT2021047,1,Python Programming,18,45,63,B+
IT2021047,2,Data Structures,18,44,62,B+
IT2021047,2,Database Management Systems,17,44,61,B+
IT2021047,2,Statistics,19,36,55,B
IT2021047,2,Web Development,19,39,58,B
IT2021047,3,Computer Networks,18,41,59,B
IT2021047,3,Operating Systems,20,41,61,B+
IT2021047,3,Python for Data Analytics,17,41,58,B
IT2021047,3,Software Engineering,17,42,59,B
IT2021047,4,Artificial Intelligence,20,41,61,B+
IT2021047,4,Cloud Computing,20,42,62,B+
IT2021047,4,Data Visualization,17,45,62,B+
IT2021047,4,Java Programming,18,44,62,B+
IT2021047,5,Big Data Analytics,17,34,51,B
IT2021047,5,Business Intelligence,21,48,69,B+
IT2021047,5,Cyber Security,18,37,55,B
IT2021047,5,Machine Learning,19,47,66,B+
IT2021047,6,Data Science,15,38,53,B
IT2021047,6,Deep Learning,21,37,58,B
IT2021047,6,Major Project,21,48,69,B+
IT2021047,6,Professional Ethics,16,37,53,B
IT2021048,1,Communication Skills,15,43,58,B
IT2021048,1,Digital Electronics,16,42,58,B
IT2021048,1,Mathematics I,13,42,55,B
IT2021048,1,Python Programming,18,38,56,B
IT2021048,2,Data Structures,14,45,59,B
IT2021048,2,Database Management Systems,16,46,62,B+
IT2021048,2,Statistics,17,49,66,B+
IT2021048,2,Web Development,16,45,61,B+
IT2021048,3,Computer Networks,14,40,54,B
IT2021048,3,Operating Systems,16,44,60,B+
IT2021048,3,Python for Data Analytics,15,38,53,B
IT2021048,3,Software Engineering,15,43,58,B
IT2021048,4,Artificial Intelligence,14,46,60,B+
IT2021048,4,Cloud Computing,14,39,53,B
IT2021048,4,Data Visualization,14,41,55,B
IT2021048,4,Java Programming,14,48,62,B+
IT2021048,5,Big Data Analytics,17,52,69,B+
IT2021048,5,Business Intelligence,13,42,55,B
IT2021048,5,Cyber Security,13,43,56,B
IT2021048,5,Machine Learning,17,42,59,B
IT2021048,6,Data Science,16,36,52,B
IT2021048,6,Deep Learning,15,47,62,B+
IT2021048,6,Major Project,17,44,61,B+
IT2021048,6,Professional Ethics,15,47,62,B+
IT2021049,1,Communication Skills,21,37,58,B
IT2021049,1,Digital Electronics,19,39,58,B
IT2021049,1,Mathematics I,21,44,65,B+
IT2021049,1,Python Programming,19,42,61,B+
IT2021049,2,Data Structures,20,41,61,B+
IT2021049,2,Database Management Systems,22,38,60,B+
IT2021049,2,Statistics,18,39,57,B
IT2021049,2,Web Development,19,45,64,B+
IT2021049,3,Computer Networks,21,47,68,B+
IT2021049,3,Operating Systems,19,42,61,B+
IT2021049,3,Python for Data Analytics,20,39,59,B
IT2021049,3,Software Engineering,18,39,57,B
IT2021049,4,Artificial Intelligence,21,38,59,B
IT2021049,4,Cloud Computing,20,36,56,B
IT2021049,4,Data Visualization,19,37,56,B
IT2021049,4,Java Programming,21,43,64,B+
IT2021049,5,Big Data Analytics,20,45,65,B+
IT2021049,5,Business Intelligence,21,39,60,B+
IT2021049,5,Cyber Security,20,50,70,A
IT2021049,5,Machine Learning,22,47,69,B+
IT2021049,6,Data Science,21,38,59,B
IT2021049,6,Deep Learning,21,40,61,B+
IT2021049,6,Major Project,21,40,61,B+
IT2021049,6,Professional Ethics,16,41,57,B
IT2021050,1,Communication Skills,12,30,42,C
IT2021050,1,Digital Electronics,13,28,41,C
IT2021050,1,Mathematics I,12,31,43,C
IT2021050,1,Python Programming,12,29,41,C
IT2021050,2,Data Structures,11,26,37,F
IT2021050,2,Database Management Systems,12,26,38,F
IT2021050,2,Statistics,13,25,38,F
IT2021050,2,Web Development,13,30,43,C
IT2021050,3,Computer Networks,12,26,38,F
IT2021050,3,Operating Systems,12,31,43,C
IT2021050,3,Python for Data Analytics,13,27,40,C
IT2021050,3,Software Engineering,17,26,43,C
IT2021050,4,Artificial Intelligence,15,30,45,C
IT2021050,4,Cloud Computing,12,32,44,C
IT2021050,4,Data Visualization,12,27,39,F
IT2021050,4,Java Programming,12,25,37,F
IT2021050,5,Big Data Analytics,17,30,47,C
IT2021050,5,Business Intelligence,13,24,37,F
IT2021050,5,Cyber Security,12,25,37,F
IT2021050,5,Machine Learning,13,25,38,F
IT2021050,6,Data Science,11,29,40,C
IT2021050,6,Deep Learning,14,32,46,C
IT2021050,6,Major Project,18,31,49,C
IT2021050,6,Professional Ethics,13,25,38,F
IT2021051,1,Communication Skills,24,66,90,O
IT2021051,1,Digital Electronics,24,62,86,A+
IT2021051,1,Mathematics I,23,62,85,A+
IT2021051,1,Python Programming,23,59,82,A+
IT2021051,2,Data Structures,26,65,91,O
IT2021051,2,Database Management Systems,29,55,84,A+
IT2021051,2,Statistics,23,61,84,A+
IT2021051,2,Web Development,29,61,90,O
IT2021051,3,Computer Networks,29,59,88,A+
IT2021051,3,Operating Systems,27,64,91,O
IT2021051,3,Python for Data Analytics,27,61,88,A+
IT2021051,3,Software Engineering,25,58,83,A+
IT2021051,4,Artificial Intelligence,25,61,86,A+
IT2021051,4,Cloud Computing,24,56,80,A+
IT2021051,4,Data Visualization,27,64,91,O
IT2021051,4,Java Programming,26,55,81,A+
IT2021051,5,Big Data Analytics,27,62,89,A+
IT2021051,5,Business Intelligence,25,58,83,A+
IT2021051,5,Cyber Security,22,61,83,A+
IT2021051,5,Machine Learning,27,68,95,O
IT2021051,6,Data Science,24,67,91,O
IT2021051,6,Deep Learning,28,58,86,A+
IT2021051,6,Major Project,25,65,90,O
IT2021051,6,Professional Ethics,26,58,84,A+
IT2021052,1,Communication Skills,23,60,83,A+
IT2021052,1,Digital Electronics,24,55,79,A
IT2021052,1,Mathematics I,21,56,77,A
IT2021052,1,Python Programming,21,50,71,A
IT2021052,2,Data Structures,26,50,76,A
IT2021052,2,Database Management Systems,24,54,78,A
IT2021052,2,Statistics,20,54,74,A
IT2021052,2,Web Development,23,51,74,A
IT2021052,3,Computer Networks,22,48,70,A
IT2021052,3,Operating Systems,22,51,73,A
IT2021052,3,Python for Data Analytics,22,54,76,A
IT2021052,3,Software Engineering,21,58,79,A
IT2021052,4,Artificial Intelligence,24,56,80,A+
IT2021052,4,Cloud Computing,23,57,80,A+
IT2021052,4,Data Visualization,22,55,77,A
IT2021052,4,Java Programming,23,54,77,A
IT2021052,5,Big Data Analytics,23,55,78,A
IT2021052,5,Business Intelligence,22,55,77,A
IT2021052,5,Cyber Security,21,56,77,A
IT2021052,5,Machine Learning,25,53,78,A
IT2021052,6,Data Science,22,52,74,A
IT2021052,6,Deep Learning,23,58,81,A+
IT2021052,6,Major Project,24,54,78,A
IT2021052,6,Professional Ethics,22,57,79,A
IT2021053,1,Communication Skills,25,55,80,A+
IT2021053,1,Digital Electronics,22,57,79,A
IT2021053,1,Mathematics I,24,53,77,A
IT2021053,1,Python Programming,24,55,79,A
IT2021053,2,Data Structures,23,50,73,A
IT2021053,2,Database Management Systems,22,57,79,A
IT2021053,2,Statistics,25,63,88,A+
IT2021053,2,Web Development,24,50,74,A
IT2021053,3,Computer Networks,24,57,81,A+
IT2021053,3,Operating Systems,20,52,72,A
IT2021053,3,Python for Data Analytics,21,56,77,A
IT2021053,3,Software Engineering,23,54,77,A
IT2021053,4,Artificial Intelligence,23,53,76,A
IT2021053,4,Cloud Computing,26,53,79,A
IT2021053,4,Data Visualization,23,52,75,A
IT2021053,4,Java Programming,22,57,79,A
IT2021053,5,Big Data Analytics,22,58,80,A+
IT2021053,5,Business Intelligence,27,49,76,A
IT2021053,5,Cyber Security,24,55,79,A
IT2021053,5,Machine Learning,22,57,79,A
IT2021053,6,Data Science,21,54,75,A
IT2021053,6,Deep Learning,25,54,79,A
IT2021053,6,Major Project,26,56,82,A+
IT2021053,6,Professional Ethics,21,53,74,A
IT2021054,1,Communication Skills,13,35,48,C
IT2021054,1,Digital Electronics,14,31,45,C
IT2021054,1,Mathematics I,13,36,49,C
IT2021054,1,Python Programming,12,29,41,C
IT2021054,2,Data Structures,11,29,40,C
IT2021054,2,Database Management Systems,13,37,50,B
IT2021054,2,Statistics,13,35,48,C
IT2021054,2,Web Development,14,35,49,C
IT2021054,3,Computer Networks,13,37,50,B
IT2021054,3,Operating Systems,11,31,42,C
IT2021054,3,Python for Data Analytics,16,40,56,B
IT2021054,3,Software Engineering,13,33,46,C
IT2021054,4,Artificial Intelligence,15,39,54,B
IT2021054,4,Cloud Computing,14,28,42,C
IT2021054,4,Data Visualization,17,28,45,C
IT2021054,4,Java Programming,14,31,45,C
IT2021054,5,Big Data Analytics,14,29,43,C
IT2021054,5,Business Intelligence,13,28,41,C
IT2021054,5,Cyber Security,15,36,51,B
IT2021054,5,Machine Learning,14,27,41,C
IT2021054,6,Data Science,14,34,48,C
IT2021054,6,Deep Learning,18,32,50,B
IT2021054,6,Major Project,16,36,52,B
IT2021054,6,Professional Ethics,11,36,47,C
IT2021055,1,Communication Skills,23,58,81,A+
IT2021055,1,Digital Electronics,21,55,76,A
IT2021055,1,Mathematics I,24,55,79,A
IT2021055,1,Python Programming,24,51,75,A
IT2021055,2,Data Structures,24,52,76,A
IT2021055,2,Database Management Systems,25,54,79,A
IT2021055,2,Statistics,24,54,78,A
IT2021055,2,Web Development,23,52,75,A
IT2021055,3,Computer Networks,27,52,79,A
IT2021055,3,Operating Systems,26,57,83,A+
IT2021055,3,Python for Data Analytics,24,46,70,A
IT2021055,3,Software Engineering,27,63,90,O
IT2021055,4,Artificial Intelligence,26,54,80,A+
IT2021055,4,Cloud Computing,23,61,84,A+
IT2021055,4,Data Visualization,25,56,81,A+
IT2021055,4,Java Programming,27,58,85,A+
IT2021055,5,Big Data Analytics,23,58,81,A+
IT2021055,5,Business Intelligence,23,54,77,A
IT2021055,5,Cyber Security,22,53,75,A
IT2021055,5,Machine Learning,22,53,75,A
IT2021055,6,Data Science,21,56,77,A
IT2021055,6,Deep Learning,23,50,73,A
IT2021055,6,Major Project,26,53,79,A
IT2021055,6,Professional Ethics,24,57,81,A+
IT2021056,1,Communication Skills,22,53,75,A
IT2021056,1,Digital Electronics,26,52,78,A
IT2021056,1,Mathematics I,25,57,82,A+
IT2021056,1,Python Programming,24,53,77,A
IT2021056,2,Data Structures,25,54,79,A
IT2021056,2,Database Management Systems,23,52,75,A
IT2021056,2,Statistics,23,56,79,A
IT2021056,2,Web Development,25,54,79,A
IT2021056,3,Computer Networks,23,53,76,A
IT2021056,3,Operating Systems,25,54,79,A
IT2021056,3,Python for Data Analytics,24,52,76,A
IT2021056,3,Software Engineering,25,50,75,A
IT2021056,4,Artificial Intelligence,24,51,75,A
IT2021056,4,Cloud Computing,23,52,75,A
IT2021056,4,Data Visualization,23,58,81,A+
IT2021056,4,Java Programming,24,54,78,A
IT2021056,5,Big Data Analytics,23,52,75,A
IT2021056,5,Business Intelligence,26,52,78,A
IT2021056,5,Cyber Security,22,50,72,A
IT2021056,5,Machine Learning,23,51,74,A
IT2021056,6,Data Science,23,58,81,A+
IT2021056,6,Deep Learning,25,48,73,A
IT2021056,6,Major Project,26,49,75,A
IT2021056,6,Professional Ethics,21,55,76,A
IT2021057,1,Communication Skills,10,29,39,F
IT2021057,1,Digital Electronics,14,26,40,C
IT2021057,1,Mathematics I,12,24,36,F
IT2021057,1,Python Programming,15,30,45,C
IT2021057,2,Data Structures,12,27,39,F
IT2021057,2,Database Management Systems,13,32,45,C
IT2021057,2,Statistics,14,23,37,F
IT2021057,2,Web Development,14,28,42,C
IT2021057,3,Computer Networks,15,25,40,C
IT2021057,3,Operating Systems,14,24,38,F
IT2021057,3,Python for Data Analytics,13,30,43,C
IT2021057,3,Software Engineering,13,24,37,F
IT2021057,4,Artificial Intelligence,12,25,37,F
IT2021057,4,Cloud Computing,16,28,44,C
IT2021057,4,Data Visualization,14,31,45,C
IT2021057,4,Java Programming,15,24,39,F
IT2021057,5,Big Data Analytics,17,29,46,C
IT2021057,5,Business Intelligence,14,35,49,C
IT2021057,5,Cyber Security,12,26,38,F
IT2021057,5,Machine Learning,14,28,42,C
IT2021057,6,Data Science,14,28,42,C
IT2021057,6,Deep Learning,16,26,42,C
IT2021057,6,Major Project,11,34,45,C
IT2021057,6,Professional Ethics,16,31,47,C
IT2021058,1,Communication Skills,29,60,89,A+
IT2021058,1,Digital Electronics,26,65,91,O
IT2021058,1,Mathematics I,26,61,87,A+
IT2021058,1,Python Programming,25,65,90,O
IT2021058,2,Data Structures,25,63,88,A+
IT2021058,2,Database Management Systems,26,63,89,A+
IT2021058,2,Statistics,25,65,90,O
IT2021058,2,Web Development,25,67,92,O
IT2021058,3,Computer Networks,28,69,97,O
IT2021058,3,Operating Systems,25,67,92,O
IT2021058,3,Python for Data Analytics,23,67,90,O
IT2021058,3,Software Engineering,28,62,90,O
IT2021058,4,Artificial Intelligence,27,54,81,A+
IT2021058,4,Cloud Computing,23,65,88,A+
IT2021058,4,Data Visualization,27,62,89,A+
IT2021058,4,Java Programming,25,68,93,O
IT2021058,5,Big Data Analytics,27,66,93,O
IT2021058,5,Business Intelligence,26,70,96,O
IT2021058,5,Cyber Security,26,67,93,O
IT2021058,5,Machine Learning,25,65,90,O
IT2021058,6,Data Science,24,60,84,A+
IT2021058,6,Deep Learning,29,64,93,O
IT2021058,6,Major Project,27,69,96,O
IT2021058,6,Professional Ethics,25,64,89,A+
IT2021059,1,Communication Skills,16,40,56,B
IT2021059,1,Digital Electronics,15,42,57,B
IT2021059,1,Mathematics I,17,41,58,B
IT2021059,1,Python Programming,15,39,54,B
IT2021059,2,Data Structures,15,45,60,B+
IT2021059,2,Database Management Systems,16,42,58,B
IT2021059,2,Statistics,13,40,53,B
IT2021059,2,Web Development,14,35,49,C
IT2021059,3,Computer Networks,15,40,55,B
IT2021059,3,Operating Systems,14,40,54,B
IT2021059,3,Python for Data Analytics,16,42,58,B
IT2021059,3,Software Engineering,14,45,59,B
IT2021059,4,Artificial Intelligence,16,47,63,B+
IT2021059,4,Cloud Computing,17,42,59,B
IT2021059,4,Data Visualization,14,37,51,B
IT2021059,4,Java Programming,15,42,57,B
IT2021059,5,Big Data Analytics,15,44,59,B
IT2021059,5,Business Intelligence,15,37,52,B
IT2021059,5,Cyber Security,14,41,55,B
IT2021059,5,Machine Learning,16,43,59,B
IT2021059,6,Data Science,18,44,62,B+
IT2021059,6,Deep Learning,15,47,62,B+
IT2021059,6,Major Project,15,40,55,B
IT2021059,6,Professional Ethics,15,37,52,B
IT2021060,1,Communication Skills,19,53,72,A
IT2021060,1,Digital Electronics,16,47,63,B+
IT2021060,1,Mathematics I,20,51,71,A
IT2021060,1,Python Programming,19,49,68,B+
IT2021060,2,Data Structures,20,43,63,B+
IT2021060,2,Database Management Systems,18,44,62,B+
IT2021060,2,Statistics,17,43,60,B+
IT2021060,2,Web Development,20,50,70,A
IT2021060,3,Computer Networks,17,46,63,B+
IT2021060,3,Operating Systems,19,43,62,B+
IT2021060,3,Python for Data Analytics,18,47,65,B+
IT2021060,3,Software Engineering,19,44,63,B+
IT2021060,4,Artificial Intelligence,19,35,54,B
IT2021060,4,Cloud Computing,21,45,66,B+
IT2021060,4,Data Visualization,21,47,68,B+
IT2021060,4,Java Programming,17,51,68,B+
IT2021060,5,Big Data Analytics,17,46,63,B+
IT2021060,5,Business Intelligence,18,47,65,B+
IT2021060,5,Cyber Security,19,43,62,B+
IT2021060,5,Machine Learning,20,47,67,B+
IT2021060,6,Data Science,20,45,65,B+
IT2021060,6,Deep Learning,19,47,66,B+
IT2021060,6,Major Project,21,44,65,B+
IT2021060,6,Professional Ethics,15,46,61,B+
IT2022001,1,Communication Skills,26,59,85,A+
IT2022001,1,Digital Electronics,26,64,90,O
IT2022001,1,Mathematics I,28,55,83,A+
IT2022001,1,Python Programming,28,60,88,A+
IT2022001,2,Data Structures,24,53,77,A
IT2022001,2,Database Management Systems,25,60,85,A+
IT2022001,2,Statistics,25,62,87,A+
IT2022001,2,Web Development,26,60,86,A+
IT2022001,3,Computer Networks,27,56,83,A+
IT2022001,3,Operating Systems,24,61,85,A+
IT2022001,3,Python for Data Analytics,25,63,88,A+
IT2022001,3,Software Engineering,24,59,83,A+
IT2022001,4,Artificial Intelligence,25,59,84,A+
IT2022001,4,Cloud Computing,26,62,88,A+
IT2022001,4,Data Visualization,27,61,88,A+
IT2022001,4,Java Programming,25,58,83,A+
IT2022001,5,Big Data Analytics,24,61,85,A+
IT2022001,5,Business Intelligence,27,58,85,A+
IT2022001,5,Cyber Security,29,64,93,O
IT2022001,5,Machine Learning,27,61,88,A+
IT2022002,1,Communication Skills,20,34,54,B
IT2022002,1,Digital Electronics,21,36,57,B
IT2022002,1,Mathematics I,22,35,57,B
IT2022002,1,Python Programming,19,36,55,B
IT2022002,2,Data Structures,21,41,62,B+
IT2022002,2,Database Management Systems,18,35,53,B
IT2022002,2,Statistics,21,30,51,B
IT2022002,2,Web Development,20,36,56,B
IT2022002,3,Computer Networks,18,37,55,B
IT2022002,3,Operating Systems,22,44,66,B+
IT2022002,3,Python for Data Analytics,21,42,63,B+
IT2022002,3,Software Engineering,21,40,61,B+
IT2022002,4,Artificial Intelligence,20,37,57,B
IT2022002,4,Cloud Computing,22,28,50,B
IT2022002,4,Data Visualization,20,39,59,B
IT2022002,4,Java Programming,20,31,51,B
IT2022002,5,Big Data Analytics,19,36,55,B
IT2022002,5,Business Intelligence,21,40,61,B+
IT2022002,5,Cyber Security,21,37,58,B
IT2022002,5,Machine Learning,21,42,63,B+
IT2022003,1,Communication Skills,21,54,75,A
IT2022003,1,Digital Electronics,21,48,69,B+
IT2022003,1,Mathematics I,22,52,74,A
IT2022003,1,Python Programming,22,48,70,A
IT2022003,2,Data Structures,19,50,69,B+
IT2022003,2,Database Management Systems,23,50,73,A
IT2022003,2,Statistics,25,48,73,A
IT2022003,2,Web Development,21,49,70,A
IT2022003,3,Computer Networks,25,53,78,A
IT2022003,3,Operating Systems,21,52,73,A
IT2022003,3,Python for Data Analytics,21,46,67,B+
IT2022003,3,Software Engineering,22,48,70,A
IT2022003,4,Artificial Intelligence,18,47,65,B+
IT2022003,4,Cloud Computing,22,52,74,A
IT2022003,4,Data Visualization,23,50,73,A
IT2022003,4,Java Programming,20,58,78,A
IT2022003,5,Big Data Analytics,23,55,78,A
IT2022003,5,Business Intelligence,20,50,70,A
IT2022003,5,Cyber Security,21,52,73,A
IT2022003,5,Machine Learning,23,48,71,A
IT2022004,1,Communication Skills,20,44,64,B+
IT2022004,1,Digital Electronics,18,48,66,B+
IT2022004,1,Mathematics I,17,45,62,B+
IT2022004,1,Python Programming,19,39,58,B
IT2022004,2,Data Structures,17,45,62,B+
IT2022004,2,Database Management Systems,17,38,55,B
IT2022004,2,Statistics,19,44,63,B+
IT2022004,2,Web Development,20,42,62,B+
IT2022004,3,Computer Networks,20,45,65,B+
IT2022004,3,Operating Systems,18,40,58,B
IT2022004,3,Python for Data Analytics,20,48,68,B+
IT2022004,3,Software Engineering,19,48,67,B+
IT2022004,4,Artificial Intelligence,21,46,67,B+
IT2022004,4,Cloud Computing,19,43,62,B+
IT2022004,4,Data Visualization,20,45,65,B+
IT2022004,4,Java Programming,20,43,63,B+
IT2022004,5,Big Data Analytics,21,47,68,B+
IT2022004,5,Business Intelligence,21,48,69,B+
IT2022004,5,Cyber Security,18,43,61,B+
IT2022004,5,Machine Learning,16,36,52,B
IT2022005,1,Communication Skills,22,59,81,A+
IT2022005,1,Digital Electronics,21,54,75,A
IT2022005,1,Mathematics I,22,54,76,A
IT2022005,1,Python Programming,19,61,80,A+
IT2022005,2,Data Structures,21,55,76,A
IT2022005,2,Database Management Systems,23,55,78,A
IT2022005,2,Statistics,23,52,75,A
IT2022005,2,Web Development,22,52,74,A
IT2022005,3,Computer Networks,23,52,75,A
IT2022005,3,Operating Systems,21,56,77,A
IT2022005,3,Python for Data Analytics,25,62,87,A+
IT2022005,3,Software Engineering,21,59,80,A+
IT2022005,4,Artificial Intelligence,21,53,74,A
IT2022005,4,Cloud Computing,22,51,73,A
IT2022005,4,Data Visualization,21,56,77,A
IT2022005,4,Java Programming,23,50,73,A
IT2022005,5,Big Data Analytics,26,55,81,A+
IT2022005,5,Business Intelligence,20,54,74,A
IT2022005,5,Cyber Security,21,55,76,A
IT2022005,5,Machine Learning,23,56,79,A
IT2022006,1,Communication Skills,22,41,63,B+
IT2022006,1,Digital Electronics,24,46,70,A
IT2022006,1,Mathematics I,24,52,76,A
IT2022006,1,Python Programming,24,52,76,A
IT2022006,2,Data Structures,27,51,78,A
IT2022006,2,Database Management Systems,22,45,67,B+
IT2022006,2,Statistics,23,51,74,A
IT2022006,2,Web Development,24,52,76,A
IT2022006,3,Computer Networks,21,50,71,A
IT2022006,3,Operating Systems,25,54,79,A
IT2022006,3,Python for Data Analytics,24,46,70,A
IT2022006,3,Software Engineering,21,50,71,A
IT2022006,4,Artificial Intelligence,22,55,77,A
IT2022006,4,Cloud Computing,24,52,76,A
IT2022006,4,Data Visualization,21,55,76,A
IT2022006,4,Java Programming,26,51,77,A
IT2022006,5,Big Data Analytics,24,56,80,A+
IT2022006,5,Business Intelligence,21,49,70,A
IT2022006,5,Cyber Security,24,58,82,A+
IT2022006,5,Machine Learning,25,48,73,A
IT2022007,1,Communication Skills,24,58,82,A+
IT2022007,1,Digital Electronics,23,54,77,A
IT2022007,1,Mathematics I,22,47,69,B+
IT2022007,1,Python Programming,23,49,72,A
IT2022007,2,Data Structures,21,51,72,A
IT2022007,2,Database Management Systems,20,54,74,A
IT2022007,2,Statistics,22,50,72,A
IT2022007,2,Web Development,24,53,77,A
IT2022007,3,Computer Networks,26,52,78,A
IT2022007,3,Operating Systems,23,53,76,A
IT2022007,3,Python for Data Analytics,21,52,73,A
IT2022007,3,Software Engineering,23,51,74,A
IT2022007,4,Artificial Intelligence,22,51,73,A
IT2022007,4,Cloud Computing,20,50,70,A
IT2022007,4,Data Visualization,23,49,72,A
IT2022007,4,Java Programming,21,54,75,A
IT2022007,5,Big Data Analytics,21,51,72,A
IT2022007,5,Business Intelligence,25,54,79,A
IT2022007,5,Cyber Security,20,54,74,A
IT2022007,5,Machine Learning,23,50,73,A
IT2022008,1,Communication Skills,15,43,58,B
IT2022008,1,Digital Electronics,19,45,64,B+
IT2022008,1,Mathematics I,18,39,57,B
IT2022008,1,Python Programming,22,46,68,B+
IT2022008,2,Data Structures,16,43,59,B
IT2022008,2,Database Management Systems,17,39,56,B
IT2022008,2,Statistics,18,44,62,B+
IT2022008,2,Web Development,16,40,56,B
IT2022008,3,Computer Networks,17,39,56,B
IT2022008,3,Operating Systems,16,44,60,B+
IT2022008,3,Python for Data Analytics,16,42,58,B
IT2022008,3,Software Engineering,17,44,61,B+
IT2022008,4,Artificial Intelligence,18,46,64,B+
IT2022008,4,Cloud Computing,19,43,62,B+
IT2022008,4,Data Visualization,17,41,58,B
IT2022008,4,Java Programming,17,39,56,B
IT2022008,5,Big Data Analytics,19,40,59,B
IT2022008,5,Business Intelligence,21,43,64,B+
IT2022008,5,Cyber Security,16,41,57,B
IT2022008,5,Machine Learning,17,48,65,B+
IT2022009,1,Communication Skills,16,41,57,B
IT2022009,1,Digital Electronics,19,39,58,B
IT2022009,1,Mathematics I,16,43,59,B
IT2022009,1,Python Programming,19,41,60,B+
IT2022009,2,Data Structures,17,36,53,B
IT2022009,2,Database Management Systems,17,47,64,B+
IT2022009,2,Statistics,19,42,61,B+
IT2022009,2,Web Development,17,39,56,B
IT2022009,3,Computer Networks,21,44,65,B+
IT2022009,3,Operating Systems,17,35,52,B
IT2022009,3,Python for Data Analytics,18,40,58,B
IT2022009,3,Software Engineering,19,44,63,B+
IT2022009,4,Artificial Intelligence,18,37,55,B
IT2022009,4,Cloud Computing,19,41,60,B+
IT2022009,4,Data Visualization,18,37,55,B
IT2022009,4,Java Programming,19,39,58,B
IT2022009,5,Big Data Analytics,15,47,62,B+
IT2022009,5,Business Intelligence,17,37,54,B
IT2022009,5,Cyber Security,21,36,57,B
IT2022009,5,Machine Learning,19,43,62,B+
IT2022010,1,Communication Skills,18,47,65,B+
IT2022010,1,Digital Electronics,18,39,57,B
IT2022010,1,Mathematics I,18,39,57,B
IT2022010,1,Python Programming,18,43,61,B+
IT2022010,2,Data Structures,16,37,53,B
IT2022010,2,Database Management Systems,18,44,62,B+
IT2022010,2,Statistics,16,45,61,B+
IT2022010,2,Web Development,18,44,62,B+
IT2022010,3,Computer Networks,18,44,62,B+
IT2022010,3,Operating Systems,22,35,57,B
IT2022010,3,Python for Data Analytics,18,43,61,B+
IT2022010,3,Software Engineering,18,45,63,B+
IT2022010,4,Artificial Intelligence,19,40,59,B
IT2022010,4,Cloud Computing,19,38,57,B
IT2022010,4,Data Visualization,18,36,54,B
IT2022010,4,Java Programming,19,39,58,B
IT2022010,5,Big Data Analytics,16,47,63,B+
IT2022010,5,Business Intelligence,21,45,66,B+
IT2022010,5,Cyber Security,20,41,61,B+
IT2022010,5,Machine Learning,16,36,52,B
IT2022011,1,Communication Skills,16,32,48,C
IT2022011,1,Digital Electronics,16,28,44,C
IT2022011,1,Mathematics I,16,33,49,C
IT2022011,1,Python Programming,16,31,47,C
IT2022011,2,Data Structures,13,29,42,C
IT2022011,2,Database Management Systems,13,23,36,F
IT2022011,2,Statistics,16,25,41,C
IT2022011,2,Web Development,17,31,48,C
IT2022011,3,Computer Networks,17,37,54,B
IT2022011,3,Operating Systems,16,29,45,C
IT2022011,3,Python for Data Analytics,16,33,49,C
IT2022011,3,Software Engineering,17,27,44,C
IT2022011,4,Artificial Intelligence,16,28,44,C
IT2022011,4,Cloud Computing,16,32,48,C
IT2022011,4,Data Visualization,13,27,40,C
IT2022011,4,Java Programming,18,28,46,C
IT2022011,5,Big Data Analytics,14,31,45,C
IT2022011,5,Business Intelligence,15,36,51,B
IT2022011,5,Cyber Security,16,25,41,C
IT2022011,5,Machine Learning,17,25,42,C
IT2022012,1,Communication Skills,22,48,70,A
IT2022012,1,Digital Electronics,22,53,75,A
IT2022012,1,Mathematics I,22,52,74,A
IT2022012,1,Python Programming,24,53,77,A
IT2022012,2,Data Structures,23,54,77,A
IT2022012,2,Database Management Systems,22,55,77,A
IT2022012,2,Statistics,23,53,76,A
IT2022012,2,Web Development,24,54,78,A
IT2022012,3,Computer Networks,23,54,77,A
IT2022012,3,Operating Systems,21,56,77,A
IT2022012,3,Python for Data Analytics,21,53,74,A
IT2022012,3,Software Engineering,22,46,68,B+
IT2022012,4,Artificial Intelligence,23,53,76,A
IT2022012,4,Cloud Computing,21,53,74,A
IT2022012,4,Data Visualization,22,56,78,A
IT2022012,4,Java Programming,20,59,79,A
IT2022012,5,Big Data Analytics,22,48,70,A
IT2022012,5,Business Intelligence,22,55,77,A
IT2022012,5,Cyber Security,26,52,78,A
IT2022012,5,Machine Learning,20,55,75,A
IT2022013,1,Communication Skills,28,52,80,A+
IT2022013,1,Digital Electronics,24,49,73,A
IT2022013,1,Mathematics I,23,54,77,A
IT2022013,1,Python Programming,24,56,80,A+
IT2022013,2,Data Structures,25,59,84,A+
IT2022013,2,Database Management Systems,22,52,74,A
IT2022013,2,Statistics,23,55,78,A
IT2022013,2,Web Development,23,55,78,A
IT2022013,3,Computer Networks,25,52,77,A
IT2022013,3,Operating Systems,25,54,79,A
IT2022013,3,Python for Data Analytics,24,54,78,A
IT2022013,3,Software Engineering,24,56,80,A+
IT2022013,4,Artificial Intelligence,25,54,79,A
IT2022013,4,Cloud Computing,24,57,81,A+
