Roll_No,Semester,Subject,Attendance
IT2021031,3,Software Engineering,72.9
IT2021031,4,Artificial Intelligence,71.2
IT2021031,4,Cloud Computing,70.4
IT2021031,4,Data Visualization,72.8
IT2021031,4,Java Programming,66.4
IT2021031,5,Big Data Analytics,79.5
IT2021031,5,Business Intelligence,69.0
IT2021031,5,Cyber Security,69.6
IT2021031,5,Machine Learning,67.2
IT2021031,6,Data Science,69.0
IT2021031,6,Deep Learning,74.0
IT2021031,6,Major Project,63.0
IT2021031,6,Professional Ethics,79.0
IT2021032,1,Communication Skills,73.4
IT2021032,1,Digital Electronics,69.3
IT2021032,1,Mathematics I,71.9
IT2021032,1,Python Programming,73.5
IT2021032,2,Data Structures,73.4
IT2021032,2,Database Management Systems,68.7
IT2021032,2,Statistics,71.0
IT2021032,2,Web Development,70.7
IT2021032,3,Computer Networks,73.4
IT2021032,3,Operating Systems,71.4
IT2021032,3,Python for Data Analytics,62.7
IT2021032,3,Software Engineering,69.6
IT2021032,4,Artificial Intelligence,66.0
IT2021032,4,Cloud Computing,67.3
IT2021032,4,Data Visualization,70.2
IT2021032,4,Java Programming,68.1
IT2021032,5,Big Data Analytics,66.9
IT2021032,5,Business Intelligence,74.3
IT2021032,5,Cyber Security,65.9
IT2021032,5,Machine Learning,67.9
IT2021032,6,Data Science,66.0
IT2021032,6,Deep Learning,68.0
IT2021032,6,Major Project,80.0
IT2021032,6,Professional Ethics,62.0
IT2021033,1,Communication Skills,86.7
IT2021033,1,Digital Electronics,86.4
IT2021033,1,Mathematics I,88.9
IT2021033,1,Python Programming,79.7
IT2021033,2,Data Structures,85.4
IT2021033,2,Database Management Systems,84.4
IT2021033,2,Statistics,85.2
IT2021033,2,Web Development,87.7
IT2021033,3,Computer Networks,89.3
IT2021033,3,Operating Systems,82.8
IT2021033,3,Python for Data Analytics,86.4
IT2021033,3,Software Engineering,89.8
IT2021033,4,Artificial Intelligence,83.4
IT2021033,4,Cloud Computing,87.0
IT2021033,4,Data Visualization,87.8
IT2021033,4,Java Programming,88.8
IT2021033,5,Big Data Analytics,88.3
IT2021033,5,Business Intelligence,85.7
IT2021033,5,Cyber Security,90.8
IT2021033,5,Machine Learning,87.8
IT2021033,6,Data Science,91.0
IT2021033,6,Deep Learning,92.0
IT2021033,6,Major Project,85.0
IT2021033,6,Professional Ethics,86.0
IT2021034,1,Communication Skills,76.5
IT2021034,1,Digital Electronics,74.3
IT2021034,1,Mathematics I,75.4
IT2021034,1,Python Programming,73.0
IT2021034,2,Data Structures,75.4
IT2021034,2,Database Management Systems,75.1
IT2021034,2,Statistics,78.6
IT2021034,2,Web Development,74.0
IT2021034,3,Computer Networks,74.8
IT2021034,3,Operating Systems,74.5
IT2021034,3,Python for Data Analytics,68.8
IT2021034,3,Software Engineering,73.1
IT2021034,4,Artificial Intelligence,75.7
IT2021034,4,Cloud Computing,75.2
IT2021034,4,Data Visualization,78.1
IT2021034,4,Java Programming,70.0
IT2021034,5,Big Data Analytics,75.2
IT2021034,5,Business Intelligence,77.6
IT2021034,5,Cyber Security,79.6
IT2021034,5,Machine Learning,78.4
IT2021034,6,Data Science,72.0
IT2021034,6,Deep Learning,75.0
IT2021034,6,Major Project,78.0
IT2021034,6,Professional Ethics,74.0
IT2021035,1,Communication Skills,68.0
IT2021035,1,Digital Electronics,68.8
IT2021035,1,Mathematics I,67.9
IT2021035,1,Python Programming,67.4
IT2021035,2,Data Structures,67.4
IT2021035,2,Database Management Systems,64.7
IT2021035,2,Statistics,63.8
IT2021035,2,Web Development,67.8
IT2021035,3,Computer Networks,67.4
IT2021035,3,Operating Systems,71.0
IT2021035,3,Python for Data Analytics,67.9
IT2021035,3,Software Engineering,71.1
IT2021035,4,Artificial Intelligence,73.3
IT2021035,4,Cloud Computing,71.4
IT2021035,4,Data Visualization,72.4
IT2021035,4,Java Programming,69.5
IT2021035,5,Big Data Analytics,73.6
IT2021035,5,Business Intelligence,70.6
IT2021035,5,Cyber Security,67.7
IT2021035,5,Machine Learning,69.4
IT2021035,6,Data Science,76.0
IT2021035,6,Deep Learning,62.0
IT2021035,6,Major Project,67.0
IT2021035,6,Professional Ethics,76.0
IT2021036,1,Communication Skills,78.4
IT2021036,1,Digital Electronics,77.4
IT2021036,1,Mathematics I,78.8
IT2021036,1,Python Programming,76.9
IT2021036,2,Data Structures,76.9
IT2021036,2,Database Management Systems,75.9
IT2021036,2,Statistics,83.6
IT2021036,2,Web Development,81.9
IT2021036,3,Computer Networks,77.5
IT2021036,3,Operating Systems,83.8
IT2021036,3,Python for Data Analytics,83.1
IT2021036,3,Software Engineering,79.5
IT2021036,4,Artificial Intelligence,82.6
IT2021036,4,Cloud Computing,76.4
IT2021036,4,Data Visualization,85.3
IT2021036,4,Java Programming,81.3
IT2021036,5,Big Data Analytics,82.1
IT2021036,5,Business Intelligence,83.7
IT2021036,5,Cyber Security,77.5
IT2021036,5,Machine Learning,79.6
IT2021036,6,Data Science,88.0
IT2021036,6,Deep Learning,75.0
IT2021036,6,Major Project,85.0
IT2021036,6,Professional Ethics,77.0
IT2021037,1,Communication Skills,76.0
IT2021037,1,Digital Electronics,77.4
IT2021037,1,Mathematics I,68.9
IT2021037,1,Python Programming,78.4
IT2021037,2,Data Structures,77.9
IT2021037,2,Database Management Systems,73.2
IT2021037,2,Statistics,76.7
IT2021037,2,Web Development,77.0
IT2021037,3,Computer Networks,81.6
IT2021037,3,Operating Systems,78.1
IT2021037,3,Python for Data Analytics,79.7
IT2021037,3,Software Engineering,76.1
IT2021037,4,Artificial Intelligence,80.5
IT2021037,4,Cloud Computing,81.9
IT2021037,4,Data Visualization,72.8
IT2021037,4,Java Programming,76.3
IT2021037,5,Big Data Analytics,77.4
IT2021037,5,Business Intelligence,77.4
IT2021037,5,Cyber Security,79.8
IT2021037,5,Machine Learning,72.5
IT2021037,6,Data Science,77.0
IT2021037,6,Deep Learning,72.0
IT2021037,6,Major Project,76.0
IT2021037,6,Professional Ethics,85.0
IT2021038,1,Communication Skills,70.9
IT2021038,1,Digital Electronics,68.6
IT2021038,1,Mathematics I,64.9
IT2021038,1,Python Programming,74.9
IT2021038,2,Data Structures,69.0
IT2021038,2,Database Management Systems,70.3
IT2021038,2,Statistics,64.2
IT2021038,2,Web Development,66.3
IT2021038,3,Computer Networks,67.7
IT2021038,3,Operating Systems,65.5
IT2021038,3,Python for Data Analytics,68.2
IT2021038,3,Software Engineering,66.5
IT2021038,4,Artificial Intelligence,65.9
IT2021038,4,Cloud Computing,71.5
IT2021038,4,Data Visualization,70.9
IT2021038,4,Java Programming,66.0
IT2021038,5,Big Data Analytics,67.1
IT2021038,5,Business Intelligence,70.9
IT2021038,5,Cyber Security,68.0
IT2021038,5,Machine Learning,65.0
IT2021038,6,Data Science,76.0
IT2021038,6,Deep Learning,61.0
IT2021038,6,Major Project,68.0
IT2021038,6,Professional Ethics,65.0
IT2021039,1,Communication Skills,96.0
IT2021039,1,Digital Electronics,99.0
IT2021039,1,Mathematics I,91.9
IT2021039,1,Python Programming,95.4
IT2021039,2,Data Structures,94.8
IT2021039,2,Database Management Systems,92.5
IT2021039,2,Statistics,96.4
IT2021039,2,Web Development,91.3
IT2021039,3,Computer Networks,97.1
IT2021039,3,Operating Systems,89.8
IT2021039,3,Python for Data Analytics,95.2
IT2021039,3,Software Engineering,97.2
IT2021039,4,Artificial Intelligence,98.7
IT2021039,4,Cloud Computing,99.0
IT2021039,4,Data Visualization,94.8
IT2021039,4,Java Programming,99.0
IT2021039,5,Big Data Analytics,97.1
IT2021039,5,Business Intelligence,95.7
IT2021039,5,Cyber Security,96.9
IT2021039,5,Machine Learning,90.3
IT2021039,6,Data Science,98.0
IT2021039,6,Deep Learning,95.0
IT2021039,6,Major Project,93.0
IT2021039,6,Professional Ethics,95.0
IT2021040,1,Communication Skills,78.5
IT2021040,1,Digital Electronics,77.2
IT2021040,1,Mathematics I,80.2
IT2021040,1,Python Programming,75.7
IT2021040,2,Data Structures,75.8
IT2021040,2,Database Management Systems,77.8
IT2021040,2,Statistics,82.0
IT2021040,2,Web Development,75.2
IT2021040,3,Computer Networks,76.3
IT2021040,3,Operating Systems,78.1
IT2021040,3,Python for Data Analytics,77.2
IT2021040,3,Software Engineering,78.3
IT2021040,4,Artificial Intelligence,75.5
IT2021040,4,Cloud Computing,80.5
IT2021040,4,Data Visualization,77.5
IT2021040,4,Java Programming,77.0
IT2021040,5,Big Data Analytics,77.6
IT2021040,5,Business Intelligence,78.5
IT2021040,5,Cyber Security,77.7
IT2021040,5,Machine Learning,79.6
IT2021040,6,Data Science,74.0
IT2021040,6,Deep Learning,85.0
IT2021040,6,Major Project,77.0
IT2021040,6,Professional Ethics,78.0
IT2021041,1,Communication Skills,88.6
IT2021041,1,Digital Electronics,90.6
IT2021041,1,Mathematics I,90.0
IT2021041,1,Python Programming,91.5
IT2021041,2,Data Structures,95.6
IT2021041,2,Database Management Systems,92.8
IT2021041,2,Statistics,88.1
IT2021041,2,Web Development,87.7
IT2021041,3,Computer Networks,96.1
IT2021041,3,Operating Systems,88.1
IT2021041,3,Python for Data Analytics,90.1
IT2021041,3,Software Engineering,91.1
IT2021041,4,Artificial Intelligence,90.4
IT2021041,4,Cloud Computing,90.6
IT2021041,4,Data Visualization,92.7
IT2021041,4,Java Programming,92.6
IT2021041,5,Big Data Analytics,88.7
IT2021041,5,Business Intelligence,88.2
IT2021041,5,Cyber Security,92.7
IT2021041,5,Machine Learning,89.4
IT2021041,6,Data Science,91.0
IT2021041,6,Deep Learning,84.0
IT2021041,6,Major Project,92.0
IT2021041,6,Professional Ethics,94.0
IT2021042,1,Communication Skills,99.0
IT2021042,1,Digital Electronics,89.6
IT2021042,1,Mathematics I,89.2
IT2021042,1,Python Programming,95.8
IT2021042,2,Data Structures,94.5
IT2021042,2,Database Management Systems,95.8
IT2021042,2,Statistics,95.9
IT2021042,2,Web Development,92.0
IT2021042,3,Computer Networks,93.9
IT2021042,3,Operating Systems,94.6
IT2021042,3,Python for Data Analytics,92.1
IT2021042,3,Software Engineering,93.2
IT2021042,4,Artificial Intelligence,94.1
IT2021042,4,Cloud Computing,92.5
IT2021042,4,Data Visualization,93.9
IT2021042,4,Java Programming,98.1
IT2021042,5,Big Data Analytics,99.0
IT2021042,5,Business Intelligence,91.3
IT2021042,5,Cyber Security,90.5
IT2021042,5,Machine Learning,92.2
IT2021042,6,Data Science,97.0
IT2021042,6,Deep Learning,97.0
IT2021042,6,Major Project,100.0
IT2021042,6,Professional Ethics,90.0
IT2021043,1,Communication Skills,84.2
IT2021043,1,Digital Electronics,87.7
IT2021043,1,Mathematics I,88.1
IT2021043,1,Python Programming,87.7
IT2021043,2,Data Structures,87.3
IT2021043,2,Database Management Systems,89.2
IT2021043,2,Statistics,85.5
IT2021043,2,Web Development,82.0
IT2021043,3,Computer Networks,84.9
IT2021043,3,Operating Systems,87.5
IT2021043,3,Python for Data Analytics,85.3
IT2021043,3,Software Engineering,82.6
IT2021043,4,Artificial Intelligence,85.6
IT2021043,4,Cloud Computing,86.6
IT2021043,4,Data Visualization,89.4
IT2021043,4,Java Programming,84.7
IT2021043,5,Big Data Analytics,82.3
IT2021043,5,Business Intelligence,80.9
IT2021043,5,Cyber Security,87.0
IT2021043,5,Machine Learning,85.6
IT2021043,6,Data Science,84.0
IT2021043,6,Deep Learning,84.0
IT2021043,6,Major Project,90.0
IT2021043,6,Professional Ethics,84.0
IT2021044,1,Communication Skills,77.3
IT2021044,1,Digital Electronics,82.7
IT2021044,1,Mathematics I,82.1
IT2021044,1,Python Programming,82.9
IT2021044,2,Data Structures,80.0
IT2021044,2,Database Management Systems,82.7
IT2021044,2,Statistics,79.3
IT2021044,2,Web Development,78.2
IT2021044,3,Computer Networks,83.5
IT2021044,3,Operating Systems,81.7
IT2021044,3,Python for Data Analytics,82.0
IT2021044,3,Software Engineering,77.7
IT2021044,4,Artificial Intelligence,79.0
IT2021044,4,Cloud Computing,85.2
IT2021044,4,Data Visualization,81.9
IT2021044,4,Java Programming,80.7
IT2021044,5,Big Data Analytics,78.9
IT2021044,5,Business Intelligence,81.3
IT2021044,5,Cyber Security,84.8
IT2021044,5,Machine Learning,82.6
IT2021044,6,Data Science,82.0
IT2021044,6,Deep Learning,78.0
IT2021044,6,Major Project,79.0
IT2021044,6,Professional Ethics,84.0
IT2021045,1,Communication Skills,90.6
IT2021045,1,Digital Electronics,91.8
IT2021045,1,Mathematics I,92.4
IT2021045,1,Python Programming,89.6
IT2021045,2,Data Structures,87.1
IT2021045,2,Database Management Systems,91.0
IT2021045,2,Statistics,90.3
IT2021045,2,Web Development,88.1
IT2021045,3,Computer Networks,92.8
IT2021045,3,Operating Systems,91.5
IT2021045,3,Python for Data Analytics,85.7
IT2021045,3,Software Engineering,97.5
IT2021045,4,Artificial Intelligence,89.2
IT2021045,4,Cloud Computing,84.8
IT2021045,4,Data Visualization,91.3
IT2021045,4,Java Programming,91.5
IT2021045,5,Big Data Analytics,89.3
IT2021045,5,Business Intelligence,87.5
IT2021045,5,Cyber Security,93.0
IT2021045,5,Machine Learning,89.3
IT2021045,6,Data Science,85.0
IT2021045,6,Deep Learning,95.0
IT2021045,6,Major Project,91.0
IT2021045,6,Professional Ethics,95.0
IT2021046,1,Communication Skills,68.9
IT2021046,1,Digital Electronics,75.1
IT2021046,1,Mathematics I,74.9
IT2021046,1,Python Programming,71.2
IT2021046,2,Data Structures,69.5
IT2021046,2,Database Management Systems,79.7
IT2021046,2,Statistics,76.6
IT2021046,2,Web Development,75.1
IT2021046,3,Computer Networks,73.5
IT2021046,3,Operating Systems,74.2
IT2021046,3,Python for Data Analytics,77.4
IT2021046,3,Software Engineering,69.0
IT2021046,4,Artificial Intelligence,75.2
IT2021046,4,Cloud Computing,76.4
IT2021046,4,Data Visualization,73.3
IT2021046,4,Java Programming,72.7
IT2021046,5,Big Data Analytics,72.2
IT2021046,5,Business Intelligence,70.2
IT2021046,5,Cyber Security,76.6
IT2021046,5,Machine Learning,67.7
IT2021046,6,Data Science,70.0
IT2021046,6,Deep Learning,76.0
IT2021046,6,Major Project,78.0
IT2021046,6,Professional Ethics,72.0
IT2021047,1,Communication Skills,81.7
IT2021047,1,Digital Electronics,75.6
IT2021047,1,Mathematics I,79.9
IT2021047,1,Python Programming,81.5
IT2021047,2,Data Structures,79.2
IT2021047,2,Database Management Systems,84.7
IT2021047,2,Statistics,79.5
IT2021047,2,Web Development,82.2
IT2021047,3,Computer Networks,79.4
IT2021047,3,Operating Systems,79.6
IT2021047,3,Python for Data Analytics,79.5
IT2021047,3,Software Engineering,81.3
IT2021047,4,Artificial Intelligence,81.0
IT2021047,4,Cloud Computing,72.9
IT2021047,4,Data Visualization,82.3
IT2021047,4,Java Programming,80.7
IT2021047,5,Big Data Analytics,81.0
IT2021047,5,Business Intelligence,77.2
IT2021047,5,Cyber Security,76.5
IT2021047,5,Machine Learning,78.1
IT2021047,6,Data Science,86.0
IT2021047,6,Deep Learning,73.0
IT2021047,6,Major Project,74.0
IT2021047,6,Professional Ethics,85.0
IT2021048,1,Communication Skills,83.8
IT2021048,1,Digital Electronics,82.6
IT2021048,1,Mathematics I,80.4
IT2021048,1,Python Programming,89.9
IT2021048,2,Data Structures,82.5
IT2021048,2,Database Management Systems,79.5
IT2021048,2,Statistics,85.2
IT2021048,2,Web Development,83.6
IT2021048,3,Computer Networks,90.4
IT2021048,3,Operating Systems,87.9
IT2021048,3,Python for Data Analytics,85.1
IT2021048,3,Software Engineering,84.5
IT2021048,4,Artificial Intelligence,89.2
IT2021048,4,Cloud Computing,86.8
IT2021048,4,Data Visualization,79.0
IT2021048,4,Java Programming,83.4
IT2021048,5,Big Data Analytics,86.7
IT2021048,5,Business Intelligence,85.6
IT2021048,5,Cyber Security,82.7
IT2021048,5,Machine Learning,85.7
IT2021048,6,Data Science,85.0
IT2021048,6,Deep Learning,87.0
IT2021048,6,Major Project,87.0
IT2021048,6,Professional Ethics,83.0
IT2021049,1,Communication Skills,85.8
IT2021049,1,Digital Electronics,76.1
IT2021049,1,Mathematics I,77.3
IT2021049,1,Python Programming,85.8
IT2021049,2,Data Structures,84.8
IT2021049,2,Database Management Systems,82.9
IT2021049,2,Statistics,80.7
IT2021049,2,Web Development,87.1
IT2021049,3,Computer Networks,74.1
IT2021049,3,Operating Systems,76.1
IT2021049,3,Python for Data Analytics,79.7
IT2021049,3,Software Engineering,81.7
IT2021049,4,Artificial Intelligence,79.3
IT2021049,4,Cloud Computing,78.6
IT2021049,4,Data Visualization,79.7
IT2021049,4,Java Programming,74.8
IT2021049,5,Big Data Analytics,80.4
IT2021049,5,Business Intelligence,80.3
IT2021049,5,Cyber Security,81.1
IT2021049,5,Machine Learning,73.2
IT2021049,6,Data Science,85.0
IT2021049,6,Deep Learning,71.0
IT2021049,6,Major Project,88.0
IT2021049,6,Professional Ethics,74.0
IT2021050,1,Communication Skills,68.1
IT2021050,1,Digital Electronics,67.7
IT2021050,1,Mathematics I,63.4
IT2021050,1,Python Programming,67.0
IT2021050,2,Data Structures,72.3
IT2021050,2,Database Management Systems,65.8
IT2021050,2,Statistics,68.9
IT2021050,2,Web Development,64.3
IT2021050,3,Computer Networks,66.1
IT2021050,3,Operating Systems,71.2
IT2021050,3,Python for Data Analytics,69.0
IT2021050,3,Software Engineering,72.7
IT2021050,4,Artificial Intelligence,68.2
IT2021050,4,Cloud Computing,71.6
IT2021050,4,Data Visualization,65.8
IT2021050,4,Java Programming,65.9
IT2021050,5,Big Data Analytics,71.5
IT2021050,5,Business Intelligence,70.1
IT2021050,5,Cyber Security,71.7
IT2021050,5,Machine Learning,69.3
IT2021050,6,Data Science,79.0
IT2021050,6,Deep Learning,67.0
IT2021050,6,Major Project,68.0
IT2021050,6,Professional Ethics,60.0
IT2021051,1,Communication Skills,96.1
IT2021051,1,Digital Electronics,91.6
IT2021051,1,Mathematics I,93.0
IT2021051,1,Python Programming,96.6
IT2021051,2,Data Structures,98.1
IT2021051,2,Database Management Systems,96.5
IT2021051,2,Statistics,96.1
IT2021051,2,Web Development,95.9
IT2021051,3,Computer Networks,96.2
IT2021051,3,Operating Systems,90.6
IT2021051,3,Python for Data Analytics,99.0
IT2021051,3,Software Engineering,92.6
IT2021051,4,Artificial Intelligence,95.7
IT2021051,4,Cloud Computing,99.0
IT2021051,4,Data Visualization,97.6
IT2021051,4,Java Programming,95.6
IT2021051,5,Big Data Analytics,98.2
IT2021051,5,Business Intelligence,93.8
IT2021051,5,Cyber Security,92.4
IT2021051,5,Machine Learning,99.0
IT2021051,6,Data Science,100.0
IT2021051,6,Deep Learning,98.0
IT2021051,6,Major Project,96.0
IT2021051,6,Professional Ethics,92.0
IT2021052,1,Communication Skills,89.5
IT2021052,1,Digital Electronics,90.3
IT2021052,1,Mathematics I,90.0
IT2021052,1,Python Programming,93.8
IT2021052,2,Data Structures,94.7
IT2021052,2,Database Management Systems,95.7
IT2021052,2,Statistics,87.2
IT2021052,2,Web Development,92.1
IT2021052,3,Computer Networks,88.3
IT2021052,3,Operating Systems,99.0
IT2021052,3,Python for Data Analytics,91.9
IT2021052,3,Software Engineering,91.7
IT2021052,4,Artificial Intelligence,91.8
IT2021052,4,Cloud Computing,92.3
IT2021052,4,Data Visualization,93.3
IT2021052,4,Java Programming,89.9
IT2021052,5,Big Data Analytics,94.2
IT2021052,5,Business Intelligence,94.1
IT2021052,5,Cyber Security,85.2
IT2021052,5,Machine Learning,88.2
IT2021052,6,Data Science,95.0
IT2021052,6,Deep Learning,91.0
IT2021052,6,Major Project,91.0
IT2021052,6,Professional Ethics,86.0
IT2021053,1,Communication Skills,92.5
IT2021053,1,Digital Electronics,91.5
IT2021053,1,Mathematics I,93.5
IT2021053,1,Python Programming,88.4
IT2021053,2,Data Structures,89.3
IT2021053,2,Database Management Systems,94.5
IT2021053,2,Statistics,89.4
IT2021053,2,Web Development,90.2
IT2021053,3,Computer Networks,91.2
IT2021053,3,Operating Systems,96.2
IT2021053,3,Python for Data Analytics,89.7
IT2021053,3,Software Engineering,91.5
IT2021053,4,Artificial Intelligence,88.5
IT2021053,4,Cloud Computing,92.7
IT2021053,4,Data Visualization,88.6
IT2021053,4,Java Programming,94.1
IT2021053,5,Big Data Analytics,90.3
IT2021053,5,Business Intelligence,98.0
IT2021053,5,Cyber Security,93.0
IT2021053,5,Machine Learning,87.8
IT2021053,6,Data Science,90.0
IT2021053,6,Deep Learning,94.0
IT2021053,6,Major Project,89.0
IT2021053,6,Professional Ethics,90.0
IT2021054,1,Communication Skills,63.4
IT2021054,1,Digital Electronics,68.3
IT2021054,1,Mathematics I,66.4
IT2021054,1,Python Programming,61.5
IT2021054,2,Data Structures,61.3
IT2021054,2,Database Management Systems,64.7
IT2021054,2,Statistics,69.4
IT2021054,2,Web Development,63.0
IT2021054,3,Computer Networks,68.3
IT2021054,3,Operating Systems,68.4
IT2021054,3,Python for Data Analytics,68.1
IT2021054,3,Software Engineering,63.9
IT2021054,4,Artificial Intelligence,67.5
IT2021054,4,Cloud Computing,67.0
IT2021054,4,Data Visualization,61.1
IT2021054,4,Java Programming,70.4
IT2021054,5,Big Data Analytics,60.3
IT2021054,5,Business Intelligence,68.2
IT2021054,5,Cyber Security,65.1
IT2021054,5,Machine Learning,67.3
IT2021054,6,Data Science,71.0
IT2021054,6,Deep Learning,68.0
IT2021054,6,Major Project,64.0
IT2021054,6,Professional Ethics,67.0
IT2021055,1,Communication Skills,95.1
IT2021055,1,Digital Electronics,92.7
IT2021055,1,Mathematics I,87.5
IT2021055,1,Python Programming,89.4
IT2021055,2,Data Structures,88.9
IT2021055,2,Database Management Systems,90.2
IT2021055,2,Statistics,92.8
IT2021055,2,Web Development,97.0
IT2021055,3,Computer Networks,90.5
IT2021055,3,Operating Systems,92.0
IT2021055,3,Python for Data Analytics,93.9
IT2021055,3,Software Engineering,89.0
IT2021055,4,Artificial Intelligence,90.7
IT2021055,4,Cloud Computing,96.1
IT2021055,4,Data Visualization,96.5
IT2021055,4,Java Programming,94.4
IT2021055,5,Big Data Analytics,91.4
IT2021055,5,Business Intelligence,90.2
IT2021055,5,Cyber Security,95.5
IT2021055,5,Machine Learning,91.6
IT2021055,6,Data Science,88.0
IT2021055,6,Deep Learning,83.0
IT2021055,6,Major Project,94.0
IT2021055,6,Professional Ethics,93.0
IT2021056,1,Communication Skills,89.3
IT2021056,1,Digital Electronics,90.7
IT2021056,1,Mathematics I,88.3
IT2021056,1,Python Programming,89.3
IT2021056,2,Data Structures,91.7
IT2021056,2,Database Management Systems,88.9
IT2021056,2,Statistics,86.8
IT2021056,2,Web Development,89.5
IT2021056,3,Computer Networks,84.0
IT2021056,3,Operating Systems,93.8
IT2021056,3,Python for Data Analytics,89.0
IT2021056,3,Software Engineering,87.8
IT2021056,4,Artificial Intelligence,86.4
IT2021056,4,Cloud Computing,93.4
IT2021056,4,Data Visualization,89.3
IT2021056,4,Java Programming,86.8
IT2021056,5,Big Data Analytics,92.0
IT2021056,5,Business Intelligence,86.3
IT2021056,5,Cyber Security,90.0
IT2021056,5,Machine Learning,84.4
IT2021056,6,Data Science,82.0
IT2021056,6,Deep Learning,84.0
IT2021056,6,Major Project,95.0
IT2021056,6,Professional Ethics,91.0
IT2021057,1,Communication Skills,65.1
IT2021057,1,Digital Electronics,66.4
IT2021057,1,Mathematics I,64.7
IT2021057,1,Python Programming,63.6
IT2021057,2,Data Structures,64.2
IT2021057,2,Database Management Systems,68.4
IT2021057,2,Statistics,68.5
IT2021057,2,Web Development,67.5
IT2021057,3,Computer Networks,67.8
IT2021057,3,Operating Systems,64.5
IT2021057,3,Python for Data Analytics,71.4
IT2021057,3,Software Engineering,69.7
IT2021057,4,Artificial Intelligence,64.5
IT2021057,4,Cloud Computing,66.7
IT2021057,4,Data Visualization,68.0
IT2021057,4,Java Programming,69.0
IT2021057,5,Big Data Analytics,67.7
IT2021057,5,Business Intelligence,63.1
IT2021057,5,Cyber Security,65.3
IT2021057,5,Machine Learning,68.9
IT2021057,6,Data Science,71.0
IT2021057,6,Deep Learning,62.0
IT2021057,6,Major Project,61.0
IT2021057,6,Professional Ethics,79.0
IT2021058,1,Communication Skills,99.0
IT2021058,1,Digital Electronics,92.7
IT2021058,1,Mathematics I,95.1
IT2021058,1,Python Programming,95.9
IT2021058,2,Data Structures,92.7
IT2021058,2,Database Management Systems,99.0
IT2021058,2,Statistics,96.6
IT2021058,2,Web Development,94.7
IT2021058,3,Computer Networks,93.9
IT2021058,3,Operating Systems,94.7
IT2021058,3,Python for Data Analytics,92.4
IT2021058,3,Software Engineering,99.0
IT2021058,4,Artificial Intelligence,91.9
IT2021058,4,Cloud Computing,96.7
IT2021058,4,Data Visualization,95.2
IT2021058,4,Java Programming,98.2
IT2021058,5,Big Data Analytics,96.7
IT2021058,5,Business Intelligence,97.1
IT2021058,5,Cyber Security,92.5
IT2021058,5,Machine Learning,96.5
IT2021058,6,Data Science,100.0
IT2021058,6,Deep Learning,99.0
IT2021058,6,Major Project,90.0
IT2021058,6,Professional Ethics,93.0
IT2021059,1,Communication Skills,79.3
IT2021059,1,Digital Electronics,74.4
IT2021059,1,Mathematics I,81.4
IT2021059,1,Python Programming,79.0
IT2021059,2,Data Structures,80.1
IT2021059,2,Database Management Systems,78.3
IT2021059,2,Statistics,78.3
IT2021059,2,Web Development,81.2
IT2021059,3,Computer Networks,75.9
IT2021059,3,Operating Systems,82.4
IT2021059,3,Python for Data Analytics,79.6
IT2021059,3,Software Engineering,70.5
IT2021059,4,Artificial Intelligence,78.8
IT2021059,4,Cloud Computing,73.7
IT2021059,4,Data Visualization,75.4
IT2021059,4,Java Programming,83.1
IT2021059,5,Big Data Analytics,76.2
IT2021059,5,Business Intelligence,79.3
IT2021059,5,Cyber Security,77.6
IT2021059,5,Machine Learning,79.4
IT2021059,6,Data Science,75.0
IT2021059,6,Deep Learning,89.0
IT2021059,6,Major Project,77.0
IT2021059,6,Professional Ethics,72.0
IT2021060,1,Communication Skills,82.4
IT2021060,1,Digital Electronics,78.1
IT2021060,1,Mathematics I,76.4
IT2021060,1,Python Programming,78.1
IT2021060,2,Data Structures,75.6
IT2021060,2,Database Management Systems,80.5
IT2021060,2,Statistics,72.7
IT2021060,2,Web Development,77.1
IT2021060,3,Computer Networks,76.1
IT2021060,3,Operating Systems,73.2
IT2021060,3,Python for Data Analytics,82.5
IT2021060,3,Software Engineering,74.9
IT2021060,4,Artificial Intelligence,82.9
IT2021060,4,Cloud Computing,78.7
IT2021060,4,Data Visualization,76.8
IT2021060,4,Java Programming,80.7
IT2021060,5,Big Data Analytics,79.7
IT2021060,5,Business Intelligence,75.0
IT2021060,5,Cyber Security,79.9
IT2021060,5,Machine Learning,77.8
IT2021060,6,Data Science,82.0
IT2021060,6,Deep Learning,82.0
IT2021060,6,Major Project,76.0
IT2021060,6,Professional Ethics,72.0
IT2022001,1,Communication Skills,91.2
IT2022001,1,Digital Electronics,86.7
IT2022001,1,Mathematics I,93.2
IT2022001,1,Python Programming,94.1
IT2022001,2,Data Structures,94.3
IT2022001,2,Database Management Systems,90.8
IT2022001,2,Statistics,90.7
IT2022001,2,Web Development,93.3
IT2022001,3,Computer Networks,96.3
IT2022001,3,Operating Systems,90.5
IT2022001,3,Python for Data Analytics,95.8
IT2022001,3,Software Engineering,92.7
IT2022001,4,Artificial Intelligence,90.2
IT2022001,4,Cloud Computing,90.2
IT2022001,4,Data Visualization,94.3
IT2022001,4,Java Programming,92.4
IT2022001,5,Big Data Analytics,92.0
IT2022001,5,Business Intelligence,94.0
IT2022001,5,Cyber Security,91.0
IT2022001,5,Machine Learning,91.0
IT2022002,1,Communication Skills,81.0
IT2022002,1,Digital Electronics,84.6
IT2022002,1,Mathematics I,83.5
